# Tue Jun 17 08:58:57 2025
# Output created from within /home/haue/repositories/Masters/build with the following command
# ./angle_effect/EnergyEstimation -s ../setup/setup.json --no-target -I a -d U1,U2 --rim -E 5155.4,5485.74,5804.96 -x -5. -y 0. -z 0. 
# Setup:               ../setup/setup.json
# Target:              NOT USING TARGET
# Source point:        (-5, 0, 0)
# Radius of source:    1e-06
# Number of iteraitons:100000
# Energies (keV):      5155.4 5485.74 5804.96 
# Detector=U1	front strips 2..15
5138.22 5469.16 5788.98 #Strip 2
5138.73 5469.69 5789.44 #Strip 3
5139.18 5470.15 5789.87 #Strip 4
5139.59 5470.54 5790.26 #Strip 5
5139.95 5470.84 5790.57 #Strip 6
5140.24 5471.11 5790.84 #Strip 7
5140.38 5471.29 5791 #Strip 8
5140.52 5471.41 5791.04 #Strip 9
5140.55 5471.4 5791.08 #Strip 10
5140.41 5471.34 5791.03 #Strip 11
5140.29 5471.13 5790.89 #Strip 12
5140 5470.96 5790.69 #Strip 13
5139.69 5470.64 5790.36 #Strip 14
5139.29 5470.25 5789.99 #Strip 15
# Detector=U1	back strips 2..15
5138.77 5469.71 5789.45 #Strip 2
5139.21 5470.17 5789.93 #Strip 3
5139.58 5470.55 5790.27 #Strip 4
5139.99 5470.89 5790.55 #Strip 5
5140.19 5471.13 5790.88 #Strip 6
5140.42 5471.28 5790.98 #Strip 7
5140.5 5471.37 5791.07 #Strip 8
5140.49 5471.37 5791.09 #Strip 9
5140.37 5471.28 5791.03 #Strip 10
5140.2 5471.16 5790.87 #Strip 11
5140.01 5470.91 5790.63 #Strip 12
5139.65 5470.58 5790.27 #Strip 13
5139.25 5470.18 5789.94 #Strip 14
5138.76 5469.74 5789.57 #Strip 15
# Detector=U2	front strips 2..15
5139.31 5470.26 5789.99 #Strip 2
5139.73 5470.62 5790.33 #Strip 3
5140 5470.93 5790.66 #Strip 4
5140.3 5471.21 5790.89 #Strip 5
5140.47 5471.32 5791.05 #Strip 6
5140.54 5471.39 5791.09 #Strip 7
5140.51 5471.39 5791.09 #Strip 8
5140.38 5471.3 5791 #Strip 9
5140.19 5471.1 5790.83 #Strip 10
5139.94 5470.85 5790.62 #Strip 11
5139.67 5470.53 5790.29 #Strip 12
5139.19 5470.14 5789.88 #Strip 13
5138.77 5469.68 5789.45 #Strip 14
5138.14 5469.17 5788.94 #Strip 15
# Detector=U2	back strips 2..15
5138.77 5469.71 5789.46 #Strip 2
5139.21 5470.12 5789.9 #Strip 3
5139.65 5470.54 5790.28 #Strip 4
5139.95 5470.89 5790.6 #Strip 5
5140.2 5471.14 5790.84 #Strip 6
5140.41 5471.29 5791.02 #Strip 7
5140.51 5471.34 5791.04 #Strip 8
5140.47 5471.37 5791.06 #Strip 9
5140.39 5471.27 5791.03 #Strip 10
5140.21 5471.11 5790.82 #Strip 11
5140.01 5470.89 5790.62 #Strip 12
5139.66 5470.58 5790.29 #Strip 13
5139.29 5470.21 5789.95 #Strip 14
5138.85 5469.74 5789.52 #Strip 15
