# Front
0 0
-371.88058752673624 3.6151853501262994
-365.5975183585289 3.6348826598206325
-356.13033871827855 3.575030629157702
-386.1493723008862 3.4790711606326576
-314.0720561382699 3.269291156326158
-406.70464713836776 3.6342133703386126
-377.72630736679974 3.675505835761262
-345.2063182849782 3.654351833202226
-371.25827426795166 3.6546620669985335
-325.6461955311977 3.6139992765611098
-293.2179995689577 3.127955871792058
-375.08435965634425 3.5945246171616754
-362.13826201590587 3.6553179573322714
-326.61020244976936 3.555521301220539
0 0
# Back
0 0
-366.5965082906368 3.6969597409089823
-352.10363225027163 3.655619759620503
-341.72559285171667 3.575198181481521
-340.1178981558306 3.3529212421929637
-313.50714827784975 3.536444796078562
-393.00990651784775 3.6544855591517464
-344.4305128789472 3.6340579663219232
-317.8019957253797 3.7173536804318603
-364.42380098000945 3.6965871891424116
-314.9843539012055 3.614747826549843
-308.2276835602817 3.42415313288522
-309.1145222668517 3.7392793684861783
-350.777063624467 3.7393750902508045
-319.2235344059773 3.536932967910909
0 0
# Front
0 0
-103.28666238179707 3.319310753920328
-43.62747282892777 3.1736505919249693
-84.8429484974192 3.204945744141901
-47.957705179428366 2.8532903171475814
-54.71802798209696 3.3529998090238617
-70.82550777810972 3.1891425441907653
-71.47769727481445 3.388481873755567
-75.8575541816055 3.3882794777603555
-89.12182652192071 3.319809020681665
-37.339365806723585 3.1736539513006763
-73.39251871910008 3.2696089016990455
-57.914059021700794 3.068828535090722
-68.95390429689338 3.4247426716363543
0 0
# Back
0 0
-111.72961388294533 3.4423259684020837
-95.47015429572761 3.5554284191121233
-75.80327821939957 3.3195951594148942
-75.74560315954538 3.3364191298045256
-115.05826259907329 3.5549574990604325
-125.01180336567397 3.535140938375847
-109.4665090459647 3.2362248108968754
-71.7481158206776 3.497820307452464
-83.27903713291155 3.5551863380205653
-82.58598311996094 3.4788784253664335
-48.37531459813641 3.269441502886651
-69.7884536488493 3.6553367077495107
-66.31463685646453 3.498079490553304
-96.81373647520019 3.3026917596137237
0 0
# Front
0 0
-65.23095954931752 3.3888896820188417
-42.93883283135934 3.498446751511355
-63.6449238998736 3.2696391054391536
-73.39298957521059 3.51682531584234
-69.0881948718215 3.4789779619737615
-65.1991352393758 3.478879651946054
-68.31864322935235 3.4242546665516462
-113.74434360524155 3.5739993068039517
-68.44354397193148 3.9421765046995922
-95.56183031872125 3.760583122892036
-80.59326454562822 3.1733331152096618
-96.85824843026185 3.4424105149870323
-79.8889667106135 3.4609691937334377
-88.40400274668794 3.5753464576052085
0 0
# Back
0 0
-87.1302573475379 3.3540028497500702
-84.19208092769911 3.424890539482897
-72.54054861904609 3.3708010454217705
-59.70765292330369 3.388609538403478
-65.68780569424167 3.3365260171694664
-72.371550948339 3.5550428274315027
-98.03473597012382 3.388180993410852
-75.16705843039732 3.3708505119249854
-89.9472586408114 3.6546494132032765
-75.79796355125036 3.406282667171319
-91.26240728017504 3.7388275571254757
-89.05455377891492 3.3361982857691794
-74.27022251300869 3.5746696904491535
-91.12987408670278 3.012012532317463
0 0
# Front
0 0
-49.67994143981722 3.5947723108914356
-66.65618106233086 3.4982404863392875
-62.072978571942684 3.6965831300227348
-48.619515890403115 3.4792365029930554
-61.76749609734015 3.6344122715089764
-25.971589106044846 3.5741791130327303
-72.33878031043695 3.5942711201230764
-35.55438675071203 3.6753456222181136
-39.8563478110552 3.614577775147384
-53.83005831743083 3.739003894656551
-65.9400537317579 3.5945102588363333
-52.33351296195616 3.5169301255778715
-52.08413825584298 3.6971255440847313
0 0
# Back
0 0
-67.7510078589357 3.5170026575106585
-81.56708563486515 3.63467635591359
-49.04772798918742 3.5746160973384318
-65.63091190629224 3.6550929180417993
-38.21296494075263 3.497751551454764
-87.83688104028886 3.8268459042736733
-45.96687310172158 3.760091659022903
-36.36369222973999 3.634605495804313
-61.77027847841798 3.5551121198937774
-68.66701342356174 3.654216882496362
-87.09160000241593 3.6751749055416614
-61.27243131708295 3.5937015149137412
0 0
# Front
0 0
-16.059348077882415 3.739194557247542
-23.6642072355454 3.8724059015681487
3.8499736677756538 3.696841410270238
2.1141621656582315 3.594487841686625
-14.631568657468092 3.634370084323311
3.380521511930158 3.634641128280872
-32.51643991309603 3.5940065442215534
-10.200577478875378 3.6550616689416127
10.277874750911812 3.9669190821689866
-4.494710028059954 3.594309889786877
-4.4790503054860675 3.634703379926639
-11.712611424606735 3.634420061678641
8.584450861229515 4.041602084130045
-15.754855855757937 3.7612028469603183
0 0
# Back
0 0
-9.727079073162876 3.718531321997645
11.680270738503964 3.6352667333868536
-3.6035922382848184 3.7396728672751993
12.553768513477776 3.760615097597212
-3.996116116151321 3.6344556573609723
2.9205925665869565 3.594237706578857
-20.69905557269644 3.942662145874301
-39.06193661676887 3.782867575623791
4.860444274064992 3.8723820414760426
-23.167586374564877 3.849419126955607
-2.4959167839527545 3.696543628504596
-11.482379449812669 3.675897109266581
-13.843387870832665 3.7390949975073204
-37.81719977813018 3.717934200988712
0 0
# Front
0 0
-94.94865282233411 3.303354856407483
-118.79428982299846 3.7175591267355914
-107.84025013133609 3.460995071427672
-62.33165293259426 3.4237569395147704
-108.51045877730452 3.3361376180614424
-46.35176636013979 3.2370783465215163
-101.90057879240454 3.4421955727506153
-88.298912621768 3.84932177658917
-92.96328748048157 3.460138356418526
-89.47540816269623 3.4977694102281163
-69.87037975116323 3.42416885056205
-123.35366788735355 3.3885764033304198
-56.09177494970097 3.388613431370343
-98.23659480389892 3.4609086846291617
0 0
# Back
0 0
-96.8770147095111 3.461239328171873
