# Mon Apr  7 10:57:02 2025
# Output created from within /home/haue/repositories/Masters/simdata with the following command
# Angles -s ../setup/setup.json -t ../setup/target.json -i 17 -m ../setup/matcher.json -n 1000 -dU3 -a y -x 0.466 -y -2.1 
# Setup:                         ../setup/setup.json
# Target:                        ../setup/target.json
# Implantation depth:            17 nm in target of thickness 142.033 nm
# Nr. of max iterations:         1000
# Matcher:                       ../setup/matcher.json
# Target center=                 (0, 0, -0.3)
# Origin: Center of implantation=(0.466, -2.1, -0.300054)
# Origo: Center of target=       (0.466, -2.1, -0.300054)
# Solid angles of pixels of U3
# Max solid angle is  0.00537114
# 1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	
#0.00273172	0.00292073	0.00309766	0.00325527	0.00338618	0.0034836	0.00354209	0.0035582	0.00353096	0.003462	0.00335535	0.00321686	0.00305356	0.00287283	0.00268182	0	 1
#0.00294612	0.00316113	0.00336354	0.00354477	0.00369594	0.00380883	0.00387676	0.00389549	0.00386382	0.00378377	0.00366029	0.00350052	0.00331298	0.00310652	0.00288956	0	 2
#0.00315412	0.0033957	0.00362435	0.00383006	0.00400238	0.00413147	0.00420932	0.00423081	0.00419448	0.00410279	0.00396168	0.00377975	0.00356712	0.00333421	0.0030908	0	 3
#0.00334803	0.00361555	0.00387001	0.00409997	0.00429333	0.00443863	0.00452643	0.00455068	0.00450968	0.00440631	0.00424759	0.00404364	0.00380621	0.00354733	0.00327813	0	 4
#0.00351942	0.0038108	0.00408916	0.00434169	0.00455475	0.00471527	0.00481244	0.00483931	0.00479389	0.00467953	0.00450429	0.00427975	0.00401926	0.00373638	0.0034435	0	 5
#0.0036598	0.00397137	0.00427004	0.00454187	0.00477184	0.00494547	0.00505074	0.00507986	0.00503064	0.00490678	0.00471733	0.00447512	0.00419495	0.00389168	0.0035788	0	 6
#0.00376143	0.00408798	0.00440179	0.00468805	0.0049307	0.0051142	0.00522556	0.00525639	0.00520429	0.0050733	0.00487315	0.0046177	0.00432282	0.00400438	0.00367668	0	 7
#0.0038183	0.00415336	0.00447581	0.00477031	0.00502022	0.00520938	0.00532424	0.00535605	0.0053023	0.0051672	0.00496092	0.0046979	0.00439462	0.00406754	0.00373143	0	 8
#0.00382689	0.00416324	0.00448699	0.00478275	0.00503377	0.00522379	0.00533919	0.00537114	0.00531714	0.00518142	0.00497421	0.00471003	0.00440547	0.00407708	0.00373969	0	 9
#0.00378663	0.00411694	0.00443457	0.00472446	0.00497032	0.00515631	0.00526922	0.00530048	0.00524765	0.00511485	0.004912	0.0046532	0.00435462	0.00403236	0.00370095	0	 10
#0.00370007	0.00401754	0.00432217	0.00459967	0.00483462	0.00501213	0.00511978	0.00514958	0.00509923	0.00497257	0.00477892	0.00453151	0.00424555	0.00393631	0.0036176	0	 11
#0.00357243	0.00387136	0.00415731	0.00441704	0.0046364	0.0048018	0.00490199	0.0049297	0.00488286	0.00476497	0.00458444	0.00435331	0.00408547	0.00379497	0.00349461	0	 12
#0.00341093	0.0036871	0.00395022	0.00418833	0.0043888	0.00453958	0.00463076	0.00465596	0.00461336	0.00450603	0.00434136	0.00412997	0.00388421	0.00361663	0.00333884	0	 13
#0.00322391	0.00347469	0.00371249	0.00392676	0.00410651	0.00424131	0.00432266	0.00434512	0.00430715	0.00421134	0.00406403	0.00387433	0.00365293	0.00341082	0.00315825	0	 14
#0.00301991	0.00324419	0.00345575	0.00364548	0.00380399	0.00392249	0.00399385	0.00401353	0.00398025	0.00389617	0.00376658	0.00359913	0.00340286	0.00318719	0.00296098	0	 15
#0.00280694	0.00300491	0.0031906	0.00335631	0.00349415	0.00359686	0.00365857	0.00367557	0.00364682	0.00357408	0.00346167	0.0033159	0.00314428	0.0029547	0.00275474	0	 16
#Angle distribution of uniform hits over the detector accounted for solid angle ofU3
# FI	BI	Angle
1	1	0.657128	508
1	1	0.656181	508
1	1	0.634394	508
1	1	0.64796	508
1	1	0.656207	508
1	1	0.622623	508
1	1	0.655377	508
1	1	0.659457	508
1	1	0.641638	508
1	1	0.628327	508
1	1	0.643082	508
1	1	0.63552	508
1	1	0.653134	508
1	1	0.662253	508
1	1	0.641967	508
1	1	0.653379	508
1	1	0.64659	508
1	1	0.641868	508
1	1	0.648566	508
1	1	0.641004	508
1	1	0.65085	508
1	1	0.638134	508
1	1	0.63055	508
1	1	0.663104	508
1	1	0.649019	508
1	1	0.622338	508
1	1	0.629776	508
1	1	0.626023	508
1	1	0.661684	508
1	1	0.674414	508
1	1	0.650881	508
1	1	0.65614	508
1	1	0.650981	508
1	1	0.639742	508
1	1	0.626886	508
1	1	0.673134	508
1	1	0.657149	508
1	1	0.649007	508
1	1	0.672747	508
1	1	0.659095	508
1	1	0.641824	508
1	1	0.660909	508
1	1	0.654741	508
1	1	0.658454	508
1	1	0.662179	508
1	1	0.641839	508
1	1	0.656095	508
1	1	0.649725	508
1	1	0.650897	508
1	1	0.670665	508
1	1	0.666356	508
1	1	0.640823	508
1	1	0.62508	508
1	1	0.646007	508
1	1	0.651483	508
1	1	0.654086	508
1	1	0.661623	508
1	1	0.636815	508
1	1	0.644018	508
1	1	0.649706	508
1	1	0.64552	508
1	1	0.652671	508
1	1	0.645866	508
1	1	0.637945	508
1	1	0.639972	508
1	1	0.641896	508
1	1	0.649831	508
1	1	0.654706	508
1	1	0.632022	508
1	1	0.661439	508
1	1	0.652966	508
1	1	0.62708	508
1	1	0.658644	508
1	1	0.634335	508
1	1	0.636617	508
1	1	0.647722	508
1	1	0.627038	508
1	1	0.648498	508
1	1	0.659538	508
1	1	0.646972	508
1	1	0.644787	508
1	1	0.644085	508
1	1	0.646084	508
1	1	0.662201	508
1	1	0.630656	508
1	1	0.647718	508
1	1	0.651666	508
1	1	0.638122	508
1	1	0.651923	508
1	1	0.63334	508
1	1	0.634694	508
1	1	0.629462	508
1	1	0.654597	508
1	1	0.628622	508
1	1	0.642457	508
1	1	0.670031	508
1	1	0.650896	508
1	1	0.646569	508
1	1	0.656664	508
1	1	0.663477	508
1	1	0.638373	508
1	1	0.664809	508
1	1	0.646241	508
1	1	0.646703	508
1	1	0.652095	508
1	1	0.667097	508
1	1	0.632921	508
1	1	0.618703	508
1	1	0.636049	508
1	1	0.643228	508
1	1	0.655192	508
1	1	0.646098	508
1	1	0.64785	508
1	1	0.626273	508
1	1	0.66245	508
1	1	0.628116	508
1	1	0.658487	508
1	1	0.651145	508
1	1	0.640527	508
1	1	0.646432	508
1	1	0.654995	508
1	1	0.64754	508
1	1	0.651673	508
1	1	0.63864	508
1	1	0.647997	508
1	1	0.664851	508
1	1	0.655701	508
1	1	0.664364	508
1	1	0.627038	508
1	1	0.645491	508
1	1	0.64996	508
1	1	0.626357	508
1	1	0.657627	508
1	1	0.651602	508
1	1	0.657425	508
1	1	0.656486	508
1	1	0.630666	508
1	1	0.635391	508
1	1	0.632359	508
1	1	0.637948	508
1	1	0.66734	508
1	1	0.651584	508
1	1	0.656023	508
1	1	0.665756	508
1	1	0.655268	508
1	1	0.640624	508
1	1	0.645815	508
1	1	0.637511	508
1	1	0.646934	508
1	1	0.626254	508
1	1	0.64152	508
1	1	0.659836	508
1	1	0.664221	508
1	1	0.664558	508
1	1	0.645738	508
1	1	0.652358	508
1	1	0.64885	508
1	1	0.664781	508
1	1	0.633116	508
1	1	0.641783	508
1	1	0.659421	508
1	1	0.673548	508
1	1	0.63514	508
1	1	0.638115	508
1	1	0.64596	508
1	1	0.632871	508
1	1	0.643417	508
1	1	0.65648	508
1	1	0.630914	508
1	1	0.62989	508
1	1	0.649739	508
1	1	0.649119	508
1	1	0.646719	508
1	1	0.637839	508
1	1	0.633842	508
