# E1 E2 Theta
3.868581731606743233e+03 1.230688769292391498e+03 3.879123498105362700e+01
7.393994600498015188e+02 6.538766366517577353e+02 2.886059221966666755e+01
6.542541327071464821e+02 6.426197865426750013e+02 2.834529355133892281e+01
8.552231631425692058e+02 7.216938149488217960e+02 2.809673412966724726e+01
1.479127904530345177e+03 2.742908314839960894e+03 7.016879206103975264e+01
2.787677812258725680e+03 1.824176084812591625e+03 9.858213317098764605e+01
3.908462117136147072e+02 1.009549725915421732e+03 9.255566117706976570e+01
3.739645123961752688e+03 1.445060758667573737e+03 1.219846427103894655e+02
4.717050858007675743e+03 1.119067762702303071e+03 1.130202007597282545e+02
2.078393410654196941e+03 1.301433131256944080e+03 1.051180065509432353e+02
2.377634145826626536e+03 1.829366637966431426e+03 7.758231065668340420e+01
5.215746607712651894e+03 1.203604501054715456e+03 1.386407787388201314e+02
4.048693049370293920e+03 2.022283403178014851e+03 1.674666255227226372e+02
1.699981106485566897e+03 1.833319164834746289e+03 1.242373728153575314e+02
2.952546246023131971e+03 1.465307632666543213e+03 1.918687492100494296e+01
3.514956158410957869e+03 9.321109485391353928e+02 4.603108741554444094e+01
2.637665659956725904e+03 1.977120998063326624e+03 1.558329203945353072e+02
2.590653582740608272e+03 1.878166355550410117e+03 1.409486241806632165e+02
1.540784612148999258e+03 2.055606089516289103e+03 1.488898333358830541e+02
4.793654696216211050e+03 6.276898337279523048e+02 9.185935811098035231e+01
2.639988762183425933e+03 1.854711368386096410e+03 1.615346872263369562e+02
2.466007376703837053e+03 1.645385448000496353e+03 3.747291361404248278e+01
2.095273968451782366e+03 3.036504094519052160e+03 2.477024450134545930e+01
1.518181530073358772e+03 1.367560784833461867e+03 1.675444334894777683e+02
2.155892619914678107e+03 1.362604662619788314e+03 7.882528822597473095e+01
2.219203790977380777e+03 2.161225118286131874e+03 1.286753385295599799e+02
2.566471805421985664e+03 1.643534635559884009e+03 1.128486576293661585e+02
4.022219518663285726e+03 2.049193836664981063e+03 1.696586603252554255e+02
2.071526384154582502e+03 1.171066830482206115e+03 7.230278490949305592e+01
2.625339684180073618e+03 1.642223407183719701e+03 7.731017868116272496e+01
5.236138436526600344e+03 9.993060449274520352e+02 7.039096675345996346e+01
1.245407175603086216e+03 1.972014093435004497e+03 1.151654911060356881e+02
1.689195802751468364e+03 1.619693124026483019e+03 1.562568673836481139e+02
2.074591022120200705e+03 1.237319099545114796e+03 9.020236511647351563e+01
2.479262946144880971e+03 1.873558282812319476e+03 1.074458532781440994e+02
1.779944004627564709e+03 1.778916085806003366e+03 8.063984659476766126e+01
2.959648235745051807e+03 1.192540876751539372e+03 9.400113811029784472e+01
3.171264037950773854e+03 8.061069199092710278e+02 9.406212194601633314e+01
3.762631187066348502e+03 1.885268828003463113e+03 4.853457933109940114e+01
2.692409625032135409e+03 9.857897710168440426e+02 1.100736906937068369e+02
2.686292824549299439e+03 1.784479149588554264e+03 5.364500554064798621e+01
3.183759924192330800e+03 1.442817354691017727e+03 1.103582957202667387e+02
1.161817677590758194e+03 1.262626065955962986e+03 1.469050327801386118e+02
2.424207034650633432e+03 1.865250418741942667e+03 1.169682390620044856e+02
2.688808370061698497e+03 1.537494824460307655e+03 1.560211053465962152e+02
2.609106274026721167e+03 1.843059937196054989e+03 1.696806634441357460e+02
2.788971488214150213e+03 3.227899191840853291e+03 8.219941678666947382e+01
3.115314609749674673e+03 1.115010171661221193e+03 5.958633053989287021e+01
2.448375205310102956e+03 1.945714622633203817e+03 1.588493527018394786e+02
1.250918266318966516e+03 2.071642337843014047e+03 7.954647087045896114e+01
1.841374380769496611e+03 2.218447750710663513e+03 1.868104459236419146e+01
7.594914162345480690e+02 6.333937811131573881e+02 2.509435387403661011e+01
6.349830282498487577e+02 6.273171331391099557e+02 3.019869177872035948e+01
2.686891273787314731e+03 1.620861227217133774e+03 8.116822625501509947e+01
3.024582109095135365e+03 1.478407900296855360e+03 1.620463150748517762e+02
3.016624027537091024e+03 1.308099460756859571e+03 7.174949046338669234e+01
2.450611675690655829e+03 1.859901035496885470e+03 1.310982284037382897e+02
3.462212353239853201e+03 2.589993450500715880e+03 1.647195133299381098e+02
2.655857493978901857e+03 1.594390897493113698e+03 9.139050085839912185e+01
2.672173337856221679e+03 1.378792578315213404e+03 9.496228042292023019e+01
1.954003329771873041e+03 1.089322119580412846e+03 9.364227905938085428e+01
3.374789631632153942e+03 1.023494821121484051e+03 6.895412304360895916e+01
1.819477171794729884e+03 2.258827811450181798e+03 7.872260232933797397e+01
1.617505547049706138e+03 9.903152247111792121e+02 1.721250369199217971e+02
2.707323020030545649e+03 2.698607425358141427e+03 6.850097201475055897e+01
4.749709620328487290e+03 8.737341236987766706e+02 1.489493140121839510e+01
3.075635804047100009e+03 1.325323295207221918e+03 1.034949569798581024e+02
1.479193590037208423e+03 2.314343153318838176e+03 6.167644965322436690e+01
1.045894877221669503e+03 1.766269730986924287e+03 9.976277528089332236e+01
3.018497983561509500e+03 1.247728215265353356e+03 1.124765013780148735e+02
3.106632251535820615e+03 2.148132377545754025e+03 1.448707532023981059e+02
3.032504069194766544e+03 9.369832552446252976e+02 1.064529842753688342e+02
1.299748646171214205e+03 1.171627685886101744e+03 1.074988351041859715e+02
2.729699026260085247e+03 1.864136797239472116e+03 1.082636428070302799e+02
2.422457853287031867e+03 1.397452958623723816e+03 9.114922366909222262e+01
2.688715386545217825e+03 1.585344489773095120e+03 1.052791967037012597e+02
2.725091040894056732e+03 1.720129517115341287e+03 1.593258853156573025e+02
3.285292465655911656e+03 1.674931059490009829e+03 4.284926547952104414e+01
2.696606337272253313e+03 1.122556234874775782e+03 1.097900074919978977e+02
1.925640109953465299e+03 2.218469928815480216e+03 5.579983145537843114e+01
7.406078297428473434e+02 6.632377661215527951e+02 2.822867715722501814e+01
6.222347640326617011e+02 6.144380716629550534e+02 3.157696982549817832e+01
6.974382783187950281e+02 6.337905113655997411e+02 2.847935387061216517e+01
1.955838134164445364e+03 1.787042637662740844e+03 1.007055666764710793e+02
1.396233914403791459e+03 9.733835500594385621e+02 4.971420932580146967e+01
3.884773931203783832e+03 1.831419236356015972e+03 3.249627116914007274e+01
2.964451870254803453e+03 1.354466002739959549e+03 9.760168322374551053e+01
1.887195581545602863e+03 1.439357016877338310e+03 4.762934205404755517e+01
2.425255556084925047e+03 1.668382961907153003e+03 1.595075877960342758e+01
2.946795139263391320e+03 1.393634939376619059e+03 1.333549566078808652e+02
4.027790972541471092e+03 1.827234437567704845e+03 1.169716859155741844e+02
1.057430434459348362e+03 3.379368938778434313e+03 1.328115102178693689e+02
2.258776225474582134e+03 1.722990084535108963e+03 1.102120827211280556e+02
7.118180569513328919e+02 6.274359588997446053e+02 3.050479959561448950e+01
2.369887067961240973e+03 1.827083360815469860e+03 7.250544214332420268e+01
2.469439489139288526e+03 1.829154305538652807e+03 8.780045629337541868e+01
1.509782554635809674e+03 2.731097435314099130e+03 7.672651177875319206e+01
4.054253036073609564e+03 1.845659985351391242e+03 1.175881826826943382e+02
3.069712302575289414e+03 9.715001882920184926e+02 6.059283857556540909e+01
1.862988058259696800e+03 2.120783021665140495e+03 1.237395044520005456e+02
3.000349228122282511e+03 1.041865290456929415e+03 7.875858608076821099e+01
2.465261471182690457e+03 1.871273866093434663e+03 1.024106572760890401e+02
1.215994483719518939e+03 1.034319507608224512e+03 1.587536135021351811e+02
2.129370334842387365e+03 1.759112668419661986e+03 8.236420516085154020e+01
2.248452458137920075e+03 2.163642896422889862e+03 1.407734032103832646e+02
3.774427164045150221e+03 1.332020703295629573e+03 9.076975330873273151e+01
2.268708944440463256e+03 1.957461120844771585e+03 1.622437453872701951e+02
2.784372303032508626e+03 1.034951656041580918e+03 5.820010342677199588e+01
1.283234267701744557e+03 2.080269533894435881e+03 1.088137920558579026e+02
2.779555107706584749e+03 1.396447197409909677e+03 3.005191612122968081e+01
2.885242153539659739e+03 2.007902067534991147e+03 1.029354058897836666e+02
2.676686109856132134e+03 1.528847961022218897e+03 1.606015085431642717e+02
3.189783603672541631e+03 2.596909903402624877e+03 9.394282779822350449e+01
4.073585107008413615e+03 1.659087765235253528e+03 7.090888306778710160e+01
2.473335584310222657e+03 1.769741184920757178e+03 8.268047752264541828e+01
1.381416719733339733e+03 2.717821602898638503e+03 1.118148296254306047e+02
2.588179324167999766e+03 1.837914569960128574e+03 1.589494583952830737e+02
2.943436191357549433e+03 2.151626141000234384e+03 1.510401354215084098e+02
1.136159858070632481e+03 4.456398212249629069e+03 1.042894363073453512e+01
2.734897228411412016e+03 1.387868157350190131e+03 4.098386020162305954e+01
2.229197331009886057e+03 2.034592288414904033e+03 9.265836784890785793e+01
1.312901575450445307e+03 1.131419728697081155e+03 6.019206094421564757e+01
4.025135819964498751e+03 1.731753625624869755e+03 7.900515831626852048e+01
1.810336508267460431e+03 2.375305396389284397e+03 6.565002349896909095e+01
2.699064739370677671e+03 1.479668214423828431e+03 7.686545096124197585e+01
2.153886724432209121e+03 2.232947211683618207e+03 1.458271137454060522e+02
2.632248778913942715e+03 9.679847130439394505e+02 3.884779530142252923e+01
2.079420940663520469e+03 1.400801825515311293e+03 1.716624202912984458e+02
3.007413005736213108e+03 2.058069362056943646e+03 1.214920217030469587e+02
2.640786275861337799e+03 1.421434469012587897e+03 1.174260377943794680e+02
1.572707650910858547e+03 2.702377492925337719e+03 9.105651373106941548e+01
2.202139651199627679e+03 1.358086373729547176e+03 4.681299535838444115e+01
2.549303702179543961e+03 1.076998208206337267e+03 9.785480466005617473e+01
1.259646196375697627e+03 1.029997019806546632e+03 3.554512852744515783e+01
2.550839136865625278e+03 1.014768320671626043e+03 9.260782726118765140e+01
3.421547352267319638e+03 1.675940523111818038e+03 1.680388876613689320e+02
3.329690377029899992e+03 1.889431144987840298e+03 1.300858879585404964e+02
1.252874941337614018e+03 2.023759803952081938e+03 8.911521250756901225e+01
3.234286744768589870e+03 2.106646202852623446e+03 1.031666300080108840e+02
2.430120832882066679e+03 1.497844958354031178e+03 7.422452146709699150e+01
2.725860689190636094e+03 9.875029913998820348e+02 7.688636374698714349e+01
1.561203292014547060e+03 1.477698820208667939e+03 1.334047041132016602e+02
1.722752785116552559e+03 1.830547482903582932e+03 1.249583588859790808e+02
2.038248341508041904e+03 1.514872535791300379e+03 1.022672046485904360e+02
2.565041896747676674e+03 1.902554786896493624e+03 9.630439322137422664e+01
4.017178656192097151e+03 1.528531328170656934e+03 1.493765896147610874e+02
2.571346476953866386e+03 3.011778028864381668e+03 3.240823463892473910e+01
2.640573853122551100e+03 1.493404476808820164e+03 1.504885944969092009e+02
4.388363273075548932e+03 1.484534852538401310e+03 1.109516573562260646e+02
1.718284944350532896e+03 1.561354131969572336e+03 1.719029394884085491e+02
2.658662978918249337e+03 1.519646675888978280e+03 7.310864894158636673e+01
1.860518119371555940e+03 2.241644945632868257e+03 3.304750398878487516e+01
1.078067170118830973e+03 1.284173625688191578e+03 4.948620632068686120e+01
1.294985542759836335e+03 2.014795786106178184e+03 9.464078820443585016e+01
2.732705531857214282e+03 1.487219438900087198e+03 7.034010033584883104e+01
4.309433216398991135e+03 1.504934559109816064e+03 8.062724414835147968e+01
2.652773701602693563e+03 1.365072934078950539e+03 8.423545906111930037e+01
6.970913897453812069e+02 6.909708557943274627e+02 2.845544189640357402e+01
6.873236820672366321e+02 6.605018622924688998e+02 2.900711002289742879e+01
9.857419700442695785e+02 1.363330199034653106e+03 9.196734152694688191e+01
1.058974555553322944e+03 1.722672992578327012e+03 7.046493680885734534e+01
3.400158265003971792e+03 1.492995398767025108e+03 7.169997495574403956e+01
4.402182873342460880e+03 5.848430876607526443e+02 1.683846694982152314e+02
1.062765492861045914e+03 1.377494271193448185e+03 1.002287300263893002e+02
2.537377810859936289e+03 1.311983232525980611e+03 1.224631894880106557e+02
4.488159680653874602e+03 1.111399270960986996e+03 1.592053667211067136e+02
2.870974820618490412e+03 1.575808490719523888e+03 1.213429989166381802e+02
3.095803669291196456e+03 1.590431162890636415e+03 3.958421075256234900e+01
2.348285024179682296e+03 1.796470035860259941e+03 8.868624724829921036e+01
4.070134594156198546e+03 1.123775077848292995e+03 8.420351106340170588e+01
4.488137254666461558e+03 1.257583557123543187e+03 1.502531140337323734e+02
3.385094289670968010e+03 9.041798840809989315e+02 9.096786507314995163e+01
2.662485983920405943e+03 1.312039941018080754e+03 1.684688580453797329e+02
3.809174714573105575e+03 1.834924951017444073e+03 3.997756089908531862e+01
3.391963937351893037e+03 9.865137233941563863e+02 1.191269222903166423e+02
1.048495253406476650e+03 2.376719582662297853e+03 8.083951332595339068e+01
1.233922870291377876e+03 2.186055050301358278e+03 1.131582943039112621e+02
4.885689559948857095e+03 7.172600159180076389e+02 1.709391547749521862e+02
1.297652385139481339e+03 1.851498350425472381e+03 5.483551332263549938e+01
2.261357315105480666e+03 2.009759364616634457e+03 8.857022321991742331e+01
3.294872995985956095e+03 1.057858444434034254e+03 1.098755244825987205e+02
3.103632351881266459e+03 1.142548275546183277e+03 1.184473487415675805e+02
3.738677167255165386e+03 1.066071593985096797e+03 8.853354700421067491e+01
1.131905876977575645e+03 2.349266148726679148e+03 1.240124197136666737e+02
1.854214369378409856e+03 2.451267572805588316e+03 1.059624753442034404e+02
2.469855313223698431e+03 1.856585391379920111e+03 9.881885844404878583e+01
1.828620676172486128e+03 2.284731376311137865e+03 3.659252158766393848e+01
7.163159064783088752e+02 7.068491848127728190e+02 2.880956317178734238e+01
6.898074032122365224e+02 6.740826960966678598e+02 2.844228463593643497e+01
6.166598180542227965e+02 6.486203009689246528e+02 2.869898919111900071e+01
6.299985364761043911e+02 6.273246017662647773e+02 3.126583058689896433e+01
6.233723224343877973e+02 7.339997608195593557e+02 2.995110578112134192e+01
2.590225041594730556e+03 1.761241482628872518e+03 1.239537170878429464e+02
2.073587534533533926e+03 1.821023921939564616e+03 8.734909971205738088e+00
3.374802337030504532e+03 1.194355799266288386e+03 2.691444150616601050e+01
2.649751402374075042e+03 1.741608807300935041e+03 1.534475294206664557e+02
5.489779135847442149e+02 1.310878302093317416e+03 6.606737821904454222e+01
2.361908100575627032e+03 2.015866339105341240e+03 1.198116987652129524e+02
1.682975082186750569e+03 9.584952544772852434e+02 1.067765844692380028e+02
1.162601777457669414e+03 1.864086611870889101e+03 1.426824368670285708e+02
2.659251178606699341e+03 1.325752318768650866e+03 8.645957875927470582e+01
2.668154952943778426e+03 3.316302929208978185e+03 1.037043803325271085e+02
2.725268841420097488e+03 1.228451929807631586e+03 1.745473719520481950e+02
2.540232488658725288e+03 1.705731964566119814e+03 1.338271933565723373e+02
2.981462100211705547e+03 1.370527812765839371e+03 1.057714493141720737e+02
3.390409370380739347e+03 4.701492350523847108e+02 8.673113890439222473e+01
3.839780639907256500e+03 5.882934456262803451e+02 1.688722466685351264e+02
2.486900540309059579e+03 1.873476045583192899e+03 1.056830975918293944e+02
2.097350069644373434e+03 1.277072078459933437e+03 9.631966114901800324e+01
2.046813604473230498e+03 1.577140263666665533e+03 1.107840378480261450e+02
2.656747016996054754e+03 1.546927764342920227e+03 1.717260004590961842e+02
2.993576561102780033e+03 1.854072707474757408e+03 3.724228494310886362e+01
2.772295989562789600e+03 1.528992291675788920e+03 1.510058715828571962e+02
2.450219089714928032e+03 1.813239182894857549e+03 9.763334778341646825e+01
3.947350435021694921e+03 1.002704789412754849e+03 7.659498907579418869e+01
2.712786507036913918e+03 1.209042624675984598e+03 1.473863314992568085e+01
3.384466231083457387e+03 2.594222228231743884e+03 1.229481826166137211e+02
2.226070004434282964e+03 1.164474446944698684e+03 3.300270071324440124e+01
1.575328316537399132e+03 1.852235427454857472e+03 6.757042470379789734e+01
2.918858687044666567e+03 1.752738230147679360e+03 3.803691344834210497e+01
2.062909456987376416e+03 1.507312863563856354e+03 7.617088080308570852e+01
2.731979876495371172e+03 1.535030637481964504e+03 1.449555887718829013e+02
8.848136890162717236e+02 1.766467814549030436e+03 9.309121892104352014e+01
1.152153564603684117e+03 1.168437563649024924e+03 7.071455942708365683e+01
2.926496429788272508e+03 1.940937925590488931e+03 1.548477179093384279e+02
3.811572652953534998e+03 9.993684181117423577e+02 6.778618168266896760e+01
2.789324843037357823e+03 1.332539285090064141e+03 5.550491233136084190e+01
4.182209536492674488e+03 1.253578289454898822e+03 1.610540582644160850e+02
4.361344341244971474e+03 1.496192819622046272e+03 1.072606929761014243e+02
2.781884717182590066e+03 1.471792774645803320e+03 6.445413419568842528e+01
1.785332315844858613e+03 2.241652102619395009e+03 1.200240387544987364e+01
2.443376819722101118e+03 1.830558750949036721e+03 8.936010953015450298e+01
2.331519401398294576e+03 1.862694908627589712e+03 5.796633197810304949e+01
1.823374440654698901e+03 2.900247223496615334e+03 2.926191579396948583e+01
1.898660008929971355e+03 1.783050054034883033e+03 3.831109398293677515e+01
1.073314855461234401e+03 1.975937496678674052e+03 9.677276286133958649e+01
6.345214276891080090e+02 6.295746959627987280e+02 2.882073744417701988e+01
6.907870473554293085e+02 6.856292822706295738e+02 2.856166134188546835e+01
6.700740001664910324e+02 6.661025001179891660e+02 2.466936764273176408e+01
1.488416765744654640e+03 1.657854319114869440e+03 3.331411109863221043e+01
2.550784134179847115e+03 1.857875566860183881e+03 1.221664159504339722e+02
2.454494909062341776e+03 1.123816201427152691e+03 1.083015297207955712e+02
2.506206111251825860e+03 7.558812531761199125e+02 6.530890107872497197e+01
2.496161314201924597e+03 1.678761153427202089e+03 6.566942377890839566e+01
1.624118363246552690e+03 9.889614263274838777e+02 1.414791012923974733e+02
2.646062615042341804e+03 1.510737652043309708e+03 5.322041226162892968e+01
3.900921734984664454e+03 1.973988128029289101e+03 1.386300971668195245e+02
3.623078889275188430e+03 1.154617258085878575e+03 1.213341517533024358e+02
1.349444629203583645e+03 2.051180074123071790e+03 9.274321860055481181e+01
1.661168407114923184e+03 1.256274521916176809e+03 4.556482040183400528e+01
6.130386667875862258e+03 1.703118833670585218e+03 1.334490885687304171e+02
1.711809498745963083e+03 1.652096363774740894e+03 3.457927351254671322e+01
1.372651481469376677e+03 1.813898624315535017e+03 9.054939604442023438e+01
2.578393062317115437e+03 1.430806670840955121e+03 1.473712774615990213e+02
2.995848861915572343e+03 1.244893793756136574e+03 8.476533532367612622e+01
4.945288778003252446e+03 1.161707668014828414e+03 1.086060997828256092e+02
2.253794712633738072e+03 2.757274866683765140e+03 3.499625905794965774e+01
1.355227730620578541e+03 1.310989416075461577e+03 7.997948533498893653e+01
2.476767065075381197e+03 1.860236234359477294e+03 1.183522196622734270e+02
2.224614847401249790e+03 2.146591894630817478e+03 1.339460333063198050e+02
1.173304146129987657e+03 1.979789242849008133e+03 1.132255316235402773e+02
3.329208279120927273e+03 1.380290970910604983e+03 9.947391548134260120e+01
1.046168830903666731e+03 1.398421020345169609e+03 8.545545302191041515e+01
2.464236311487864896e+03 1.833789063705798071e+03 1.194944216199760518e+02
4.418662754082124593e+03 1.758627160929559295e+03 1.063487774439433480e+02
3.572726035728363058e+03 1.304465177774358153e+03 7.852357790294828987e+01
3.622503652021136531e+03 1.248310948188405519e+03 4.994943359927664517e+01
1.305168564939072667e+03 4.024269151252383381e+03 6.242802262032409999e+01
2.219164350752800601e+03 1.769979906754166677e+03 8.565357507628303324e+01
2.709110864217659127e+03 1.453627350248203811e+03 7.357805894316454953e+01
2.912159250291139870e+03 1.212788418708193376e+03 1.627388569542186758e+02
3.183086941595859116e+03 2.601348945108559747e+03 9.039767723038025338e+01
2.723051480158288086e+03 1.416741337032308365e+03 4.571725660918750123e+01
2.190560868664430018e+03 1.823833865181932424e+03 1.037432872022381076e+02
2.739045336236632920e+03 1.515853392262070884e+03 8.363396969088516641e+01
1.632525340873997266e+03 1.710501528546104055e+03 1.154082161402245674e+02
1.303261610213159429e+03 9.808934703754530346e+02 5.588020007512501053e+01
3.394277586674607846e+03 1.806632535977050111e+03 4.016241272781675775e+01
4.080082616461358157e+03 1.992166793545409064e+03 1.493481018136456839e+02
4.875943604331186179e+03 5.968385508911322859e+02 1.717279688606245713e+02
2.591717157572528777e+03 1.495244754419265519e+03 1.102027907910953530e+01
3.526551968598787880e+03 1.209372684797610418e+03 1.439173969799285544e+02
1.851147969420673689e+03 1.114093918654722529e+03 8.436480680912690389e+01
4.838829076268488279e+03 1.075074932431415391e+03 9.013567753216719325e+01
2.760070113569488058e+03 1.339650191330674716e+03 8.842958473678480402e+01
1.816833194330793276e+03 2.467337236772853430e+03 9.691486545985573287e+01
1.179800347821632613e+03 2.114693808009521035e+03 6.620671193402024812e+01
2.620097362374457589e+03 1.504204855327453060e+03 3.551135392924816614e+01
5.603668855621541297e+03 1.121359661652876866e+03 8.166328547688473805e+01
2.642398918378107737e+03 2.041394132071403419e+03 1.374355597538740881e+02
3.451161382488828167e+03 1.534684569232681952e+03 1.675598205177682303e+02
2.624820676535941857e+03 1.854455481449728040e+03 1.451881703118480118e+02
2.892192998034608081e+03 3.630021744881135419e+03 1.412836658519096034e+02
4.086504195063851512e+03 1.881231538913205441e+03 1.136927233192482589e+02
3.812007447367671375e+03 3.338931552877380454e+03 5.186859197189340165e+01
2.081239741777843847e+03 1.161828843879745818e+03 1.211459987492522430e+02
3.166452480289057348e+03 1.465826851983026017e+03 1.465735753225341966e+02
6.600406447251282316e+02 6.650918601206718677e+02 2.637107357676988784e+01
1.366150894076465192e+03 1.076196872423935019e+03 9.412366717807495320e+01
1.837928030873983971e+03 2.088246844491976844e+03 1.762578476099212139e+02
2.965794625504008764e+03 1.374635689474883293e+03 1.149055252309662762e+02
8.962982315980427757e+02 2.082612779936594052e+03 1.242471318330666747e+02
2.325147429117086631e+03 1.936748197579168618e+03 1.055384088555361615e+02
2.243651222192373098e+03 1.845368052494906578e+03 3.906716783043095376e+01
4.863306556077487585e+03 5.325381061955706627e+02 1.709220664692443279e+02
2.751794547969696850e+03 1.345477997741841818e+03 3.231345188111470890e+01
1.317765054918090527e+03 2.083936429103833234e+03 1.372836132738996184e+02
3.922858332166887976e+03 1.914670929767890129e+03 1.302203102509054133e+02
1.556012416172142821e+03 2.769558046215480772e+03 1.149034230839544612e+01
1.719744301676154009e+03 2.296796761194857481e+03 2.496419532711662370e+01
3.112354255106965411e+03 1.735806564970865793e+03 7.895670387887763297e+01
1.376225843639703953e+03 2.792237375673526458e+03 5.981450889572833773e+01
1.275122780814683438e+03 3.225703950143071779e+03 1.137505002391578017e+02
2.184795287725636626e+03 1.220341746800552755e+03 7.464826898910419573e+01
2.623992663396174976e+03 1.604169202307706428e+03 7.137900036414107774e+01
6.337278779009351638e+03 5.754655743461853490e+02 1.677404660009785857e+02
2.707353506526198998e+03 1.656766504697620576e+03 1.128308836278798424e+02
3.642887647370949708e+03 1.712927741165110092e+03 8.984589688947363584e+01
3.035780065538224335e+03 1.272296093719942519e+03 1.157223375859539232e+02
1.145020293756553883e+03 1.276308706431627115e+03 9.879139918453283542e+01
1.733201024792733733e+03 1.774859532835686423e+03 4.779223094642927094e+01
1.750731529521523498e+03 1.131540025669354918e+03 1.894699958079510083e+01
2.552758712115352409e+03 1.840722764092909301e+03 1.078339201158114804e+02
2.359435324195642806e+03 2.151129389527779040e+03 1.188823564203733838e+02
2.877921823536908050e+03 1.355802486895638822e+03 9.500723059432264961e+01
2.000741712194141201e+03 1.331367772259274261e+03 1.089164784308114236e+02
3.018705380219231756e+03 2.649979622188002850e+03 5.757629819073328292e+01
2.671713772016539679e+03 1.533102672387240546e+03 1.706904567657246901e+02
2.249482682882268819e+03 1.402142596375357016e+03 6.846496807877269930e+01
2.960009151122920230e+03 2.472743571236496791e+03 1.585310979245818999e+02
2.269978617513483186e+03 1.844996686214931287e+03 4.815143248017620436e+01
5.134141688726062057e+03 1.027919590319547069e+03 9.141623796917824052e+01
3.416070468527059347e+03 8.946593607631660916e+02 8.980774927960962373e+01
3.243626514070845587e+03 2.447840718034326528e+03 9.337436123675018962e+01
2.113813950861483136e+03 1.459181153386968845e+03 1.304892832692329421e+02
3.623815760685180521e+03 1.068423456635960065e+03 1.019269763281003520e+02
1.908133112043883330e+03 1.075723578354914480e+03 9.293500775792259105e+01
2.453563172952153764e+03 1.973851423007096628e+03 1.526605656689187640e+02
1.177270886093325998e+03 3.069899364727402826e+03 3.136162293401243417e+01
2.890723925609538583e+03 1.483268875995523558e+03 1.322774692979956797e+02
2.584849783802803358e+03 1.324276976981000871e+03 1.734166841914804991e+02
2.907047422154714241e+03 1.363491278707941319e+03 8.633456529442729277e+01
1.032974561638106024e+03 1.685143248620249096e+03 1.639572296925006185e+02
2.955457813827025348e+03 1.278899556239006870e+03 1.058887997822818363e+02
2.805251522386460692e+03 1.663438331379437614e+03 1.616815490231342665e+02
2.246233888695117912e+03 2.117421479085056944e+03 1.215762240766481312e+02
3.288458605311570864e+03 5.199818962538305414e+02 1.747271222521551408e+02
7.555976001718913722e+02 6.549801982845557404e+02 2.989041619732239852e+01
6.438361209284075812e+02 6.457780833051265290e+02 2.795969338421464911e+01
1.911043937500567154e+03 2.230705738507840579e+03 4.464624504081419332e+01
3.625328787745740101e+03 1.733331694082049808e+03 8.468687122489795627e+01
2.343499751675796688e+03 1.846578838079721663e+03 7.391295548108985258e+01
2.628911256639257772e+03 1.634381886058158216e+03 9.206181646233068250e+01
2.614890832292791856e+03 1.653294072552806256e+03 8.678531420887678394e+01
2.474250682172063534e+03 1.875368981722359422e+03 1.105854533397955493e+02
4.047563052439714738e+03 1.846902541296082063e+03 1.126191956789354975e+02
2.644289862501606876e+03 1.610907370307292013e+03 7.941122155905334523e+01
2.908946532925287556e+03 1.033047441256007005e+03 2.771581489621449634e+01
2.251691815684687299e+03 2.240746917040829430e+03 1.685387229671553371e+02
4.505076279095143946e+03 1.406758360258711491e+03 9.612474730562344405e+01
3.467537557940340321e+03 8.967731332156200779e+02 3.451363737697806755e+01
2.803249285601567408e+03 1.625693896976422138e+03 1.383066499849248885e+02
2.134076460772118480e+03 1.272591626615243058e+03 9.597220694120336759e+01
1.761593283692168143e+03 1.625404511410074065e+03 1.022918705672939410e+02
2.729754871065920725e+03 1.476534579419734655e+03 7.189231653868893090e+01
2.733161853743864867e+03 1.480618285397023783e+03 7.882360293410883401e+01
1.059259828986193497e+03 3.425727497901486458e+03 1.016682568078295219e+02
3.343382353081885867e+03 1.443191422910765368e+03 1.161439317310065746e+02
1.812614419311109486e+03 1.465539957867319799e+03 7.524186028945868543e+01
1.146354198725136939e+03 1.584137056279010949e+03 4.007369803843267420e+01
5.352926676064243111e+03 1.476695653925312854e+03 1.218163705800496643e+02
1.297827213025672108e+03 2.002682037667607801e+03 1.035183083763197516e+02
2.995517276565688917e+03 1.334615944311050953e+03 1.161714978765887452e+02
2.911378134895376206e+03 1.009050968814283237e+03 7.678763153952911580e+01
2.235452939894345491e+03 1.291880173314821604e+03 1.493514753332071621e+02
3.296111580480477642e+03 1.377916647523444226e+03 1.022732361245568029e+02
3.765834241315054896e+03 1.826272768186604708e+03 4.267998424355801035e+01
1.324512311412375311e+03 2.066582942941980946e+03 1.306409440717602024e+02
1.970952757590063584e+03 1.270505179903906765e+03 1.030695810600970077e+02
1.097267593781618643e+03 3.032120520714184750e+03 5.287860049291973752e+01
1.787110590080893644e+03 2.412555472993062267e+03 8.625172873676567065e+01
1.244785763220310173e+03 3.102730622815964807e+02 8.582161730290184209e+01
2.893119798492536574e+03 1.003141079687820366e+03 1.493088773514455738e+02
1.851126988801398511e+03 2.138766915277693442e+03 1.053902137136068689e+02
1.030211998169096432e+03 1.906825880022318643e+03 9.458007415046614597e+01
1.838245039945474218e+03 2.230095242894310104e+03 1.883323134151537204e+01
2.639788418813626322e+03 1.848557242873429004e+03 1.572787638277973201e+02
4.254511949444139645e+03 3.947838283717095464e+02 1.183804532089156538e+02
