============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(5,41 MeV) ==> Silicon( 52.2 um) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  1 ,4688902E+07   5230021E-01  ,4891E+05  ,3676E+04   ,9956526  ,0927836  ,0081969
T    2  1 ,4773486E+07   5230023E-01  ,4133E+05  ,2024E+04   ,9971887  ,0748574  ,0033212
T    3  1 ,4713502E+07   5230024E-01  ,7105E+05 -,1314E+05   ,9882894  ,1516036 -,0173315
T    4  1 ,4692332E+07   5230019E-01  ,2857E+05 -,1096E+05   ,9970990  ,0685711 -,0330382
T    5  1 ,4713393E+07   5230018E-01  ,4339E+05  ,6365E+04   ,9958752  ,0855536  ,0302197
T    6  1 ,4651166E+07   5230025E-01  ,5349E+05  ,8521E+04   ,9938837  ,1077301  ,0242798
T    7  1 ,4697053E+07   5230009E-01  ,4508E+05 -,1009E+05   ,9956373  ,0897920 -,0253714
T    8  1 ,4754222E+07   5230027E-01  ,4455E+05 -,7474E+04   ,9956305  ,0850667 -,0385167
T    9  1 ,4728333E+07   5230010E-01  ,4426E+05 -,5771E+04   ,9956914  ,0884359 -,0278885
T   10  1 ,4719664E+07   5230000E-01  ,4206E+05 -,8071E+04   ,9967422  ,0787507 -,0174145
T   11  1 ,4714002E+07   5230011E-01  ,5001E+05  ,3534E+04   ,9955789  ,0919758  ,0190542
T   12  1 ,4692434E+07   5230016E-01  ,4882E+05  ,5051E+04   ,9961943  ,0853473  ,0176839
T   13  1 ,4690606E+07   5230020E-01  ,3862E+05 -,3359E+04   ,9975844  ,0653042 -,0236775
T   14  1 ,4715513E+07   5230000E-01  ,4579E+05  ,9122E+03   ,9971959  ,0748276  ,0011086
T   15  1 ,4728107E+07   5230015E-01  ,4646E+05 -,1687E+03   ,9968553  ,0792169 -,0020380
