============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(5,41 MeV) ==> Silicon( 58.2 um) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  1 ,4628972E+07   5830020E-01 -,5221E+04  ,2351E+03   ,9998445 -,0074732 -,0159718
T    2  1 ,4684526E+07   5830022E-01 -,1285E+03 -,3126E+04   ,9998285 -,0153410 -,0103712
T    3  1 ,4635517E+07   5830023E-01 -,3801E+05 -,5091E+04   ,9971028 -,0702999 -,0290499
T    4  1 ,4590993E+07   5830011E-01 -,5615E+04  ,1088E+04   ,9998849 -,0081377  ,0128054
T    5  1 ,4637486E+07   5830022E-01  ,1268E+04  ,3135E+04   ,9999171  ,0091701  ,0090418
T    6  1 ,4619187E+07   5830022E-01 -,2007E+05 -,9288E+04   ,9986926 -,0468163 -,0205278
T    7  1 ,4689406E+07   5830007E-01 -,6090E+04 -,5685E+04   ,9997946 -,0124576 -,0159843
T    8  1 ,4629532E+07   5830009E-01 -,5296E+04 -,2133E+04   ,9998913 -,0078504 -,0124783
T    9  1 ,4608931E+07   5830022E-01  ,4591E+04  ,8340E+04   ,9994465  ,0118597  ,0310821
T   10  1 ,4655974E+07   5830018E-01 -,3719E+04  ,7446E+03   ,9998419 -,0132912  ,0118131
T   11  1 ,4689771E+07   5830021E-01  ,9695E+04 -,6558E+04   ,9992797  ,0308929 -,0220395
T   12  1 ,4677632E+07   5830007E-01  ,8583E+04  ,4709E+04   ,9997276  ,0191472  ,0133433
T   13  1 ,4590234E+07   5830026E-01  ,1136E+04  ,1148E+04   ,9998134 -,0054022  ,0185476
T   14  1 ,4573158E+07   5830022E-01 -,5841E+04 -,8278E+04   ,9995305 -,0138487 -,0273309
T   15  1 ,4646180E+07   5830026E-01  ,6706E+03 -,2668E+04   ,9999916  ,0027877 -,0030202
T   16  1 ,4587524E+07   5830001E-01 -,5440E+03  ,3234E+04   ,9995920 -,0278504  ,0063347
T   17  1 ,4649914E+07   5830025E-01 -,8535E+03  ,6474E+04   ,9996383 -,0140672  ,0229201
T   18  1 ,4620273E+07   5830009E-01  ,8073E+04 -,1759E+04   ,9997102  ,0234632 -,0053895
T   19  1 ,4689823E+07   5830001E-01 -,1261E+05 -,1354E+03   ,9993914 -,0347430 -,0031389
T   20  1 ,4605989E+07   5830007E-01  ,3385E+04  ,9289E+03   ,9999966  ,0026204  ,0000872
T   21  1 ,4647479E+07   5830020E-01 -,8807E+02 -,2385E+04   ,9998245  ,0181080  ,0047956
T   22  1 ,4619198E+07   5830017E-01 -,4409E+04  ,3371E+04   ,9998978 -,0060285  ,0129664
T   23  1 ,4665004E+07   5830009E-01 -,3516E+04 -,1463E+04   ,9997587 -,0207882  ,0071047
T   24  1 ,4639882E+07   5830023E-01  ,3353E+04 -,2219E+04   ,9997549  ,0172167 -,0139170
T   25  1 ,4642366E+07   5830011E-01  ,2835E+04 -,4243E+04   ,9999247  ,0051032 -,0111562
T   26  1 ,4621902E+07   5830024E-01 -,1208E+04 -,8603E+04   ,9999159 -,0048862 -,0120170
T   27  1 ,4617344E+07   5830008E-01 -,2804E+05  ,5746E+04   ,9966094 -,0732898  ,0373929
T   28  1 ,4569163E+07   5830024E-01  ,7782E+03 -,8878E+03   ,9998824  ,0118201 -,0097760
T   29  1 ,4581139E+07   5830000E-01 -,9156E+04 -,5352E+04   ,9996369 -,0267145 -,0035278
T   30  1 ,4601564E+07   5830022E-01  ,4867E+04 -,3619E+03   ,9999581  ,0072601  ,0055809
T   31  1 ,4642098E+07   5830017E-01  ,2194E+05  ,2628E+05   ,9967141  ,0582433  ,0562922
T   32  1 ,4595326E+07   5830022E-01 -,3753E+04  ,1820E+04   ,9999966  ,0010737  ,0023560
T   33  1 ,4611394E+07   5830011E-01 -,8036E+04 -,4930E+03   ,9992319 -,0363843 -,0145505
T   34  1 ,4635544E+07   5830021E-01 -,1875E+04 -,3970E+04   ,9999173 -,0002687 -,0128542
T   35  1 ,4625938E+07   5830002E-01  ,4483E+04 -,2305E+04   ,9999162  ,0065270 -,0111793
T   36  1 ,4598838E+07   5830001E-01  ,1721E+04  ,8863E+04   ,9997603  ,0102275  ,0193587
T   37  1 ,4619963E+07   5830011E-01 -,7053E+04  ,3316E+03   ,9993660 -,0329375  ,0135138
T   38  1 ,4628008E+07   5830003E-01  ,4245E+02 -,5169E+04   ,9997588  ,0160635 -,0149783
T   39  1 ,4664601E+07   5830011E-01 -,2728E+04  ,6238E+04   ,9997966 -,0127004  ,0156686
T   40  1 ,4624485E+07   5830000E-01 -,9369E+04  ,3702E+04   ,9995837 -,0160790  ,0239542
T   41  1 ,4664952E+07   5830020E-01 -,1874E+04  ,5707E+04   ,9998573 -,0110977  ,0127367
T   42  1 ,4568302E+07   5830026E-01 -,4332E+04  ,8764E+04   ,9992396  ,0011477  ,0389741
T   43  1 ,4634963E+07   5830025E-01  ,5447E+04 -,5686E+04   ,9998261 -,0097664 -,0158838
T   44  1 ,4616465E+07   5830021E-01  ,6406E+04 -,5198E+04   ,9999433  ,0068085 -,0081915
T   45  1 ,4623957E+07   5830023E-01 -,4506E+04 -,7884E+04   ,9994663 -,0095774 -,0312310
T   46  1 ,4671029E+07   5830021E-01 -,8071E+03 -,5195E+04   ,9997963 -,0052679 -,0194852
T   47  1 ,4647097E+07   5830007E-01  ,2360E+04  ,1086E+04   ,9999902 -,0040874 -,0017148
T   48  1 ,4629560E+07   5830005E-01  ,1269E+05  ,8624E+04   ,9991909  ,0361485  ,0176279
T   49  1 ,4624036E+07   5830015E-01 -,2731E+04 -,4016E+04   ,9993516  ,0174206 -,0315106
T   50  1 ,4637989E+07   5830004E-01 -,5313E+04  ,3672E+04   ,9989805 -,0236162  ,0384729
T   51  1 ,4610952E+07   5830009E-01 -,3752E+04  ,9499E+04   ,9992886 -,0248677  ,0283530
T   52  1 ,4659999E+07   5830021E-01  ,4809E+04  ,7268E+04   ,9995825  ,0114153  ,0265427
T   53  1 ,4649654E+07   5830023E-01 -,1013E+04 -,5439E+03   ,9997767 -,0145169  ,0153530
T   54  1 ,4633071E+07   5830008E-01 -,7561E+04  ,1241E+04   ,9993507 -,0358902 -,0031786
T   55  1 ,4624998E+07   5830023E-01 -,2656E+04 -,2804E+04   ,9999786 -,0014138  ,0063851
T   56  1 ,4592724E+07   5830003E-01 -,2454E+04  ,2662E+04   ,9999239 -,0017145  ,0122139
T   57  1 ,4632064E+07   5830002E-01 -,4792E+04 -,4273E+04   ,9999360 -,0106668 -,0037695
T   58  1 ,4602917E+07   5830025E-01  ,3636E+04  ,4006E+04   ,9983130  ,0405495  ,0415560
T   59  1 ,4532911E+07   5830020E-01 -,5536E+04 -,1010E+04   ,9995987 -,0281481  ,0031932
T   60  1 ,4678445E+07   5830018E-01 -,8863E+04  ,6487E+04   ,9992247 -,0393428  ,0014836
T   61  1 ,4610918E+07   5830001E-01  ,5966E+04  ,5801E+04   ,9995788  ,0143875  ,0252049
T   62  1 ,4618165E+07   5830012E-01 -,9759E+04  ,9310E+04   ,9996849 -,0133195  ,0212781
T   63  1 ,4654865E+07   5830021E-01  ,1183E+05 -,2577E+04   ,9990853  ,0261942 -,0338011
T   64  1 ,4630318E+07   5830026E-01 -,6138E+03  ,7721E+04   ,9986257 -,0234588  ,0468650
T   65  1 ,4589996E+07   5830017E-01  ,7132E+03  ,3758E+04   ,9998486  ,0146343  ,0094178
