============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(4,09 MeV) ==> Silicon( 51.5 um) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  1 ,3211132E+07   5150016E-01 -,4959E+04 -,8865E+03   ,9996971 -,0028748 -,0244410
T    2  1 ,3231076E+07   5150027E-01  ,1767E+05 -,1492E+04   ,9993094 -,0009961 -,0371445
T    3  1 ,3193394E+07   5150015E-01  ,2423E+04  ,1102E+05   ,9984393  ,0268139  ,0489891
T    4  1 ,3204302E+07   5150004E-01 -,2696E+04  ,1885E+05   ,9984890 -,0188014  ,0516359
T    5  1 ,3182566E+07   5150024E-01 -,6177E+04  ,1219E+05   ,9992061 -,0281896  ,0281514
T    6  1 ,3194576E+07   5150023E-01 -,9538E+04  ,4519E+04   ,9991797 -,0260508  ,0310046
T    7  1 ,3166439E+07   5150026E-01 -,1285E+04  ,9737E+04   ,9983684 -,0045192  ,0569222
T    8  1 ,3260509E+07   5150006E-01  ,2394E+04 -,4887E+04   ,9991160  ,0420248 -,0010718
T    9  1 ,3251352E+07   5150010E-01 -,2686E+04  ,9295E+04   ,9976070 -,0147738  ,0675426
T   10  1 ,3126238E+07   5150003E-01  ,2384E+04  ,2988E+04   ,9998086  ,0179986 -,0076628
T   11  1 ,3268440E+07   5150000E-01  ,5094E+04  ,4761E+04   ,9998422  ,0170843  ,0048612
T   12  1 ,3243788E+07   5150001E-01 -,3220E+04 -,5154E+04   ,9992501  ,0006066 -,0387144
T   13  1 ,3200312E+07   5150003E-01 -,3228E+04 -,1189E+05   ,9985915 -,0227490 -,0479332
T   14  1 ,3211801E+07   5150000E-01 -,4181E+04 -,4481E+04   ,9992262 -,0233204 -,0316740
T   15  1 ,3181665E+07   5150008E-01 -,4483E+04  ,4217E+03   ,9999976 -,0004365  ,0021547
T   16  1 ,3216734E+07   5150017E-01 -,4324E+04 -,7176E+04   ,9992071  ,0255638 -,0305219
T   17  1 ,3249583E+07   5150017E-01  ,4191E+04 -,3587E+04   ,9999386  ,0028617  ,0107074
T   18  1 ,3225960E+07   5150002E-01 -,4015E+04  ,1766E+04   ,9997445 -,0137019  ,0179786
T   19  1 ,3235863E+07   5150011E-01  ,6999E+04 -,2237E+04   ,9992421  ,0379891 -,0084935
T   20  1 ,3240350E+07   5150011E-01 -,5142E+04 -,8664E+04   ,9987898 -,0177479 -,0458678
T   21  1 ,3206856E+07   5150000E-01 -,7748E+04 -,1464E+04   ,9997781 -,0172292 -,0121201
T   22  1 ,3194697E+07   5150009E-01  ,1207E+05 -,1306E+05   ,9985244  ,0395457 -,0372181
T   23  1 ,3231850E+07   5150012E-01  ,3989E+04  ,1815E+04   ,9998537  ,0154630  ,0073069
T   24  1 ,3213011E+07   5150006E-01 -,4171E+04 -,8275E+04   ,9995716 -,0289386 -,0043685
T   25  1 ,3164179E+07   5150017E-01  ,8008E+04 -,4099E+04   ,9995569  ,0144684 -,0260112
