============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(4,09 MeV) ==> Silicon( 66.5 um) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  1 ,2944293E+07   6650016E-01 -,7574E+04 -,4033E+04   ,9987622 -,0228473 -,0441823
T    2  1 ,2979408E+07   6650019E-01  ,2082E+05 -,5854E+04   ,9992337  ,0125260 -,0370831
T    3  1 ,3002755E+07   6650025E-01 -,1447E+04 -,7043E+04   ,9989164 -,0249075 -,0393140
T    4  1 ,2909422E+07   6650025E-01 -,5587E+03  ,9827E+04   ,9998212  ,0077385  ,0172544
T    5  1 ,2894403E+07   6650002E-01  ,7602E+04  ,1144E+05   ,9992056  ,0389295  ,0085276
T    6  1 ,2931889E+07   6650025E-01 -,4372E+04 -,9522E+04   ,9998758 -,0043688 -,0151413
T    7  1 ,2935098E+07   6650008E-01 -,1513E+05  ,2242E+05   ,9967808 -,0437902  ,0671593
T    8  1 ,2989421E+07   6650027E-01  ,7685E+04  ,6774E+04   ,9992944  ,0371618  ,0054520
T    9  1 ,2846582E+07   6650005E-01  ,5146E+04  ,1263E+05   ,9996256  ,0083977  ,0260407
T   10  1 ,2911101E+07   6650010E-01  ,1780E+05  ,1024E+05   ,9978892  ,0521660  ,0386760
T   11  1 ,2927515E+07   6650026E-01  ,5164E+04 -,1070E+05   ,9996714  ,0135022 -,0217900
T   12  1 ,2875267E+07   6650018E-01  ,1085E+04 -,1812E+05   ,9989964  ,0320721 -,0312663
T   13  1 ,2902309E+07   6650010E-01  ,2269E+04 -,3434E+04   ,9999411 -,0042901 -,0099704
T   14  1 ,2923736E+07   6650019E-01  ,1627E+04  ,4390E+04   ,9998291 -,0108709 -,0149558
T   15  1 ,2950178E+07   6650016E-01 -,4797E+04  ,3225E+05   ,9969112 -,0166018  ,0767625
T   16  1 ,2920270E+07   6650008E-01  ,2305E+05 -,9670E+04   ,9990022  ,0398563 -,0201499
T   17  1 ,2925840E+07   6650009E-01 -,7157E+04  ,1257E+05   ,9991367 -,0248695  ,0332768
T   18  1 ,2998375E+07   6650017E-01 -,4312E+04 -,5584E+04   ,9991350 -,0178536 -,0375577
T   19  1 ,2983666E+07   6650017E-01 -,4923E+03  ,1544E+05   ,9996946 -,0046264  ,0242741
T   20  1 ,2835566E+07   6650017E-01 -,1478E+05 -,1449E+04   ,9999685 -,0079333  ,0000314
T   21  1 ,2940056E+07   6650024E-01 -,5244E+04  ,2773E+04   ,9999734  ,0003302  ,0072796
T   22  1 ,2885349E+07   6650026E-01 -,1354E+05 -,9242E+04   ,9968645 -,0775696 -,0156244
T   23  1 ,2935078E+07   6650026E-01  ,5664E+04  ,3195E+04   ,9992674  ,0333523  ,0187668
T   24  1 ,2875016E+07   6650009E-01  ,6313E+04  ,1633E+05   ,9993765  ,0263321  ,0235211
