============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2,99 MeV) ==> Silicon(  52 um) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  1 ,1806431E+07   5200027E-01 -,7542E+04 -,4789E+04   ,9989655 -,0311941 -,0330898
T    2  1 ,1758815E+07   5200018E-01  ,1946E+05  ,4955E+04   ,9951667  ,0971100  ,0145917
T    3  1 ,1838529E+07   5200008E-01  ,6901E+04  ,2016E+05   ,9979261  ,0163590  ,0622570
T    4  1 ,1775852E+07   5200001E-01  ,2020E+04 -,4793E+03   ,9998148 -,0184463 -,0054812
T    5  1 ,1774300E+07   5200020E-01 -,1258E+03 -,4593E+04   ,9995744  ,0284261 -,0065631
T    6  1 ,1823076E+07   5200005E-01  ,5572E+04 -,4444E+04   ,9995454  ,0063345 -,0294762
T    7  1 ,1798157E+07   5200011E-01  ,1566E+05  ,1079E+05   ,9971158  ,0724297  ,0226729
T    8  1 ,1762426E+07   5200014E-01  ,1050E+04 -,5824E+04   ,9998949 -,0129879  ,0064427
T    9  1 ,1763225E+07   5200027E-01  ,3764E+04  ,1004E+04   ,9997178  ,0122355 -,0203616
T   10  1 ,1854552E+07   5200004E-01 -,4796E+04 -,3475E+04   ,9990207 -,0440024 -,0046385
T   11  1 ,1814545E+07   5200022E-01 -,2781E+03  ,8734E+03   ,9968929  ,0013103  ,0787582
T   12  1 ,1755936E+07   5200001E-01  ,4019E+04 -,1013E+04   ,9994251 -,0339038 -,0002532
T   13  1 ,1742565E+07   5200001E-01 -,5633E+04 -,4065E+04   ,9993438  ,0075456 -,0354258
T   14  1 ,1846356E+07   5200016E-01 -,1045E+05 -,8642E+04   ,9979192 -,0516347 -,0386163
T   15  1 ,1790098E+07   5200008E-01  ,2595E+05  ,1792E+05   ,9927912  ,0871713  ,0822602
T   16  1 ,1758736E+07   5200013E-01 -,1865E+05  ,3158E+04   ,9964578 -,0805271  ,0242318
T   17  1 ,1735114E+07   5200002E-01  ,7187E+04  ,3347E+05   ,9934757 -,0080967  ,1137563
T   18  1 ,1861748E+07   5200021E-01 -,1344E+05  ,2782E+04   ,9998188 -,0141541  ,0127260
T   19  1 ,1797793E+07   5200010E-01 -,6605E+04 -,7167E+04   ,9973585 -,0623550 -,0372534
T   20  1 ,1790691E+07   5200019E-01 -,2582E+04  ,9499E+04   ,9982878  ,0039021  ,0583631
T   21  1 ,1807212E+07   5200000E-01 -,5195E+04  ,3085E+05   ,9948726 -,0261439  ,0976989
T   22  1 ,1813938E+07   5200012E-01  ,5427E+04 -,8792E+04   ,9996385  ,0139524 -,0229832
T   23  1 ,1765391E+07   5200024E-01 -,1922E+05  ,3771E+04   ,9990685 -,0293790  ,0316060
T   24  1 ,1819679E+07   5200008E-01  ,2777E+02  ,4270E+04   ,9991286  ,0411008  ,0072682
T   25  1 ,1772917E+07   5200010E-01  ,1218E+05  ,6789E+04   ,9977230  ,0616915  ,0272584
T   26  1 ,1786819E+07   5200004E-01 -,2068E+04 -,2330E+04   ,9998801  ,0115947 -,0102662
T   27  1 ,1801389E+07   5200025E-01 -,5376E+04  ,7302E+04   ,9992765 -,0231920  ,0301446
T   28  1 ,1788198E+07   5200010E-01  ,5179E+04  ,9754E+04   ,9967766  ,0460828  ,0656714
T   29  1 ,1808432E+07   5200023E-01 -,3485E+04 -,2924E+04   ,9995394 -,0245277 -,0178735
T   30  1 ,1849273E+07   5200024E-01  ,7896E+04 -,5809E+03   ,9993631  ,0355681 -,0028691
T   31  1 ,1771115E+07   5200018E-01 -,2374E+05  ,3262E+05   ,9972368 -,0398930  ,0626675
T   32  1 ,1768727E+07   5200023E-01 -,7384E+04  ,6938E+04   ,9988915 -,0247251  ,0400550
T   33  1 ,1785501E+07   5200010E-01  ,1309E+05  ,5901E+04   ,9999525  ,0077729  ,0058752
T   34  1 ,1816858E+07   5200017E-01 -,2043E+04 -,1444E+05   ,9977235 -,0403109 -,0540629
T   35  1 ,1797700E+07   5200025E-01 -,9421E+03  ,9407E+04   ,9978198 -,0530900  ,0392064
T   36  1 ,1773357E+07   5200006E-01  ,1381E+05 -,2791E+05   ,9944377  ,0240457 -,1025450
T   37  1 ,1789373E+07   5200014E-01  ,4672E+04  ,9078E+04   ,9990160 -,0313298  ,0313918
T   38  1 ,1764287E+07   5200011E-01  ,1046E+05  ,2011E+05   ,9968209  ,0429215  ,0671259
T   39  1 ,1784432E+07   5200013E-01  ,1618E+05  ,4505E+04   ,9978165 -,0148792 -,0643496
T   40  1 ,1783520E+07   5200021E-01 -,1426E+05 -,1029E+05   ,9971631 -,0719707  ,0220439
T   41  1 ,1865529E+07   5200016E-01  ,3649E+04  ,7613E+04   ,9974317  ,0187052  ,0691379
T   42  1 ,1746124E+07   5200008E-01 -,6009E+04  ,2298E+05   ,9970119 -,0023703  ,0772122
T   43  1 ,1822514E+07   5200007E-01  ,1149E+04 -,9094E+03   ,9994426  ,0308045 -,0128675
T   44  1 ,1747560E+07   5200007E-01  ,1096E+05  ,7081E+02   ,9993462  ,0360224  ,0030866
T   45  1 ,1805210E+07   5200012E-01  ,1487E+05  ,4937E+04   ,9929162  ,1176209  ,0168144
T   46  1 ,1764573E+07   5200018E-01 -,5002E+04  ,1284E+05   ,9982151 -,0038985  ,0595937
