============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(4,08 MeV) ==> Silicon( 53.2 um) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  1 ,3179352E+07   5320002E-01  ,4863E+05  ,5571E+04   ,9959589  ,0879496  ,0181847
T    2  1 ,3190522E+07   5320020E-01  ,5968E+05 -,3865E+04   ,9925178  ,1137960 -,0442586
T    3  1 ,3176418E+07   5320019E-01  ,3744E+05 -,6791E+04   ,9972509  ,0655518 -,0345487
T    4  1 ,3179727E+07   5320008E-01  ,4305E+05  ,1160E+03   ,9963429  ,0830159  ,0202303
T    5  1 ,3139136E+07   5320020E-01  ,5543E+05  ,5961E+04   ,9935233  ,1112459  ,0231486
T    6  1 ,3140926E+07   5320010E-01  ,5512E+05  ,7506E+03   ,9925150  ,1201888 -,0216483
T    7  1 ,3140112E+07   5320008E-01  ,4372E+05 -,4221E+04   ,9972267  ,0737990  ,0096186
T    8  1 ,3189983E+07   5320015E-01  ,4431E+05  ,7645E+04   ,9973305  ,0714075  ,0152625
T    9  1 ,3150193E+07   5320026E-01  ,5575E+05  ,9031E+03   ,9936322  ,1116267  ,0153176
T   10  1 ,3083610E+07   5320018E-01  ,3718E+05 -,1674E+05   ,9980589  ,0365159 -,0504492
T   11  1 ,3226659E+07   5320004E-01  ,4388E+05  ,9212E+04   ,9980576  ,0598929  ,0171424
T   12  1 ,3191616E+07   5320017E-01  ,5280E+05 -,1078E+04   ,9932731  ,1157697 -,0024139
T   13  1 ,3133858E+07   5320011E-01  ,5778E+05 -,1299E+04   ,9902767  ,1390792 -,0030115
T   14  1 ,3134381E+07   5320021E-01  ,4797E+05  ,4160E+04   ,9955267  ,0943273  ,0053761
T   15  1 ,3159774E+07   5320026E-01  ,3755E+05 -,4789E+04   ,9982645  ,0559501 -,0183751
T   16  1 ,3137142E+07   5320003E-01  ,6034E+05  ,6702E+04   ,9929825  ,1182539 -,0013681
T   17  1 ,3213328E+07   5320022E-01  ,3899E+05 -,2140E+04   ,9980472  ,0612731  ,0121417
T   18  1 ,3189787E+07   5320004E-01  ,4703E+05 -,8125E+03   ,9946301  ,1031293 -,0086786
T   19  1 ,3214384E+07   5320015E-01  ,5349E+05  ,5032E+04   ,9930032  ,1180761  ,0016627
T   20  1 ,3201317E+07   5320010E-01  ,4973E+05  ,2923E+04   ,9933720  ,1136277  ,0173445
T   21  1 ,3212198E+07   5320022E-01  ,4763E+05  ,8594E+04   ,9955174  ,0907679  ,0265759
T   22  1 ,3172289E+07   5320022E-01  ,4005E+05 -,4851E+04   ,9968523  ,0790455 -,0061077
T   23  1 ,3186901E+07   5320008E-01  ,5352E+05 -,1791E+04   ,9947065  ,1026868  ,0037983
T   24  1 ,3155938E+07   5320009E-01  ,4636E+05  ,2549E+04   ,9961721  ,0871245 -,0071063
T   25  1 ,3153212E+07   5320020E-01  ,3882E+05 -,1311E+05   ,9959201  ,0556644 -,0710257
T   26  1 ,3104958E+07   5320003E-01  ,4323E+05  ,2702E+03   ,9973674  ,0718538 -,0097597
T   27  1 ,3197790E+07   5320023E-01  ,2965E+05 -,3589E+03   ,9998051  ,0062408 -,0187282
T   28  1 ,3186135E+07   5320019E-01  ,3589E+05  ,7702E+04   ,9991743  ,0323879  ,0245295
T   29  1 ,3179636E+07   5320018E-01  ,4383E+05 -,1143E+03   ,9982438  ,0582421  ,0108230
T   30  1 ,3183128E+07   5320002E-01  ,4568E+05 -,4225E+04   ,9858587  ,1652164  ,0280378
T   31  1 ,3237664E+07   5320018E-01  ,5189E+05  ,1915E+04   ,9949385  ,0969747  ,0263311
T   32  1 ,3213980E+07   5320008E-01  ,4175E+05 -,4188E+04   ,9978248  ,0654483 -,0078812
T   33  1 ,3203230E+07   5320022E-01  ,4191E+05  ,4525E+05   ,9950476  ,0698665  ,0707033
T   34  1 ,3196618E+07   5320023E-01  ,4125E+05  ,6010E+04   ,9975207  ,0661115  ,0241211
T   35  1 ,3183941E+07   5320018E-01  ,3939E+05 -,3530E+04   ,9974706  ,0710138 -,0030881
T   36  1 ,3171712E+07   5320024E-01  ,4815E+05  ,5266E+04   ,9947797  ,0947454  ,0379023
T   37  1 ,3231880E+07   5320007E-01  ,5048E+05 -,1099E+05   ,9919585  ,1150439 -,0527564
T   38  1 ,3144770E+07   5320013E-01  ,5398E+05 -,5631E+04   ,9964685  ,0836878 -,0068495
T   39  1 ,3201338E+07   5320012E-01  ,5650E+05 -,1692E+03   ,9933368  ,1139866 -,0170034
T   40  1 ,3191082E+07   5320005E-01  ,3390E+05 -,6785E+04   ,9985396  ,0539812 -,0021882
T   41  1 ,3132685E+07   5320009E-01  ,6030E+05  ,9418E+03   ,9899110  ,1416766  ,0019992
T   42  1 ,3156024E+07   5320019E-01  ,4960E+05 -,4725E+04   ,9948096  ,1003632 -,0167678
T   43  1 ,3129914E+07   5320002E-01  ,3803E+05 -,3380E+04   ,9980864  ,0565494  ,0250159
T   44  1 ,3147874E+07   5320015E-01  ,4233E+05 -,1282E+05   ,9962470  ,0561284 -,0658901
T   45  1 ,3141601E+07   5320021E-01  ,5166E+05 -,1009E+04   ,9937867  ,1111329 -,0061233
T   46  1 ,3186403E+07   5320016E-01  ,3666E+05  ,6185E+04   ,9970676  ,0732927  ,0220078
T   47  1 ,3233660E+07   5320022E-01  ,5091E+05 -,1958E+04   ,9927173  ,1201528  ,0086992
T   48  1 ,3162835E+07   5320023E-01  ,4960E+05  ,1675E+04   ,9967677  ,0803360  ,0006080
T   49  1 ,3154314E+07   5320016E-01 -,6087E+03  ,8191E+04   ,9875212 -,1538788  ,0335153
T   50  1 ,3151469E+07   5320001E-01  ,4571E+05  ,2716E+04   ,9945076  ,1000524  ,0307265
T   51  1 ,3173850E+07   5320019E-01  ,5470E+05  ,4497E+04   ,9932714  ,1156538 -,0060085
T   52  1 ,3175153E+07   5320022E-01  ,4072E+05  ,2254E+05   ,9948033  ,0714413  ,0725435
T   53  1 ,3156684E+07   5320026E-01  ,4762E+05  ,2931E+04   ,9896933  ,1430579  ,0064473
T   54  1 ,3182730E+07   5320012E-01  ,4330E+05 -,1101E+05   ,9938382  ,1069510 -,0291057
T   55  1 ,3158223E+07   5320009E-01  ,4997E+05 -,2112E+04   ,9955693  ,0929975  ,0139017
T   56  1 ,3112412E+07   5320021E-01  ,9879E+04  ,6983E+04   ,9998705  ,0112410  ,0115183
T   57  1 ,3182078E+07   5320005E-01  ,3886E+05 -,5546E+04   ,9973088  ,0709365 -,0185246
T   58  1 ,3189881E+07   5320009E-01  ,5570E+05 -,5461E+04   ,9957170  ,0915555 -,0128555
T   59  1 ,3191220E+07   5320026E-01  ,4705E+05 -,5027E+03   ,9952266  ,0974030 -,0060517
T   60  1 ,3212577E+07   5320018E-01  ,5473E+05 -,1012E+05   ,9914489  ,1295157 -,0159605
T   61  1 ,3195560E+07   5320024E-01  ,4739E+05  ,5077E+04   ,9950966  ,0988626  ,0030063
T   62  1 ,3190322E+07   5320015E-01  ,4864E+05  ,8400E+04   ,9967696  ,0786222  ,0163989
T   63  1 ,3128810E+07   5320012E-01  ,3867E+05 -,1330E+04   ,9977975  ,0661995  ,0042259
T   64  1 ,3123155E+07   5320000E-01  ,4808E+05  ,4482E+04   ,9949669  ,0983968  ,0189442
T   65  1 ,3222158E+07   5320022E-01  ,4915E+05  ,3454E+04   ,9938849  ,1103952 -,0023800
T   66  1 ,3165944E+07   5320019E-01  ,6842E+05  ,7383E+04   ,9881936  ,1531564  ,0040576
T   67  1 ,3209501E+07   5320003E-01  ,5550E+05  ,6234E+03   ,9911302  ,1322088 -,0134824
T   68  1 ,3146132E+07   5320000E-01  ,4685E+05 -,7405E+04   ,9953727  ,0949634 -,0146674
T   69  1 ,3157827E+07   5320005E-01  ,4453E+05  ,1033E+04   ,9968328  ,0789416  ,0096241
T   70  1 ,3205632E+07   5320024E-01  ,3737E+05  ,2915E+04   ,9983755  ,0527443  ,0215520
T   71  1 ,3226984E+07   5320023E-01  ,4609E+05  ,4430E+03   ,9962678  ,0862674 -,0029137
T   72  1 ,3180258E+07   5320018E-01  ,4670E+05 -,1525E+05   ,9946498  ,0773279 -,0684989
T   73  1 ,3148649E+07   5320019E-01  ,4693E+05 -,3235E+05   ,9941465  ,0778923 -,0748694
T   74  1 ,3156158E+07   5320006E-01  ,7400E+05 -,3308E+04   ,9820984  ,1878415  ,0140794
T   75  1 ,3116641E+07   5320018E-01  ,4227E+05 -,3955E+04   ,9974131  ,0644678 -,0317978
T   76  1 ,3194711E+07   5320015E-01  ,4238E+05 -,1453E+05   ,9965601  ,0739276 -,0374527
T   77  1 ,3176404E+07   5320003E-01  ,3728E+05  ,2347E+04   ,9976843  ,0661792  ,0156975
T   78  1 ,3150709E+07   5320019E-01  ,3857E+05  ,6318E+04   ,9983084  ,0518274  ,0263499
T   79  1 ,3158301E+07   5320003E-01  ,9782E+05  ,8545E+04   ,9828264  ,1840017 -,0139856
T   80  1 ,3182006E+07   5320015E-01  ,4715E+05 -,4813E+04   ,9965677  ,0812123 -,0160430
T   81  1 ,3213534E+07   5320008E-01  ,5915E+05  ,3848E+04   ,9924106  ,1226361 -,0090302
T   82  1 ,3201201E+07   5320012E-01  ,4709E+05  ,8114E+04   ,9954673  ,0905357  ,0291214
T   83  1 ,3155960E+07   5320017E-01  ,5405E+05 -,5137E+04   ,9941399  ,1070124 -,0153021
T   84  1 ,3162020E+07   5320016E-01  ,4093E+05 -,9619E+04   ,9977612  ,0607146 -,0280429
T   85  1 ,3135970E+07   5320013E-01  ,2844E+05  ,6442E+03   ,9991460  ,0391712  ,0131504
T   86  1 ,3125601E+07   5320018E-01  ,2677E+05 -,2191E+04   ,9951284  ,0984785  ,0046336
T   87  1 ,3208831E+07   5320018E-01  ,5231E+05  ,7904E+04   ,9946930  ,0949634  ,0395944
T   88  1 ,3126079E+07   5320017E-01  ,4969E+05  ,1059E+05   ,9907387  ,1336884  ,0237519
T   89  1 ,3119306E+07   5320014E-01  ,5079E+05 -,2754E+04   ,9936328  ,1125126 -,0059004
T   90  1 ,3182553E+07   5320014E-01  ,4059E+05  ,4285E+04   ,9968991  ,0784724 -,0058478
T   91  1 ,3153418E+07   5320025E-01  ,4720E+05  ,4363E+04   ,9967666  ,0799084  ,0084271
T   92  1 ,3186399E+07   5320016E-01  ,3391E+05  ,3058E+04   ,9993561  ,0358573 -,0012870
T   93  1 ,3163634E+07   5320014E-01  ,4315E+05  ,1091E+05   ,9968264  ,0656537  ,0450196
T   94  1 ,3166939E+07   5320003E-01  ,4211E+05  ,3049E+04   ,9960912  ,0882508  ,0037486
T   95  1 ,3187735E+07   5320021E-01  ,4707E+05 -,7499E+03   ,9974370  ,0706619  ,0112362
T   96  1 ,3143898E+07   5320008E-01  ,5615E+05 -,6432E+04   ,9936827  ,1110170 -,0164273
T   97  1 ,3215194E+07   5320026E-01  ,4730E+05  ,1266E+05   ,9936195  ,0973130  ,0570131
T   98  1 ,3204963E+07   5320005E-01  ,4885E+05 -,1254E+05   ,9930469  ,1117620 -,0369732
T   99  1 ,3173446E+07   5320027E-01  ,5437E+05  ,4410E+04   ,9924861  ,1222319  ,0055459
T  100  1 ,3209464E+07   5320026E-01  ,3868E+05 -,1495E+04   ,9977396  ,0666183 -,0088120
T  101  1 ,3132587E+07   5320013E-01  ,5924E+05  ,2481E+04   ,9920631  ,1257154 -,0025376
T  102  1 ,3179028E+07   5320020E-01  ,3656E+05 -,5112E+03   ,9984185  ,0561479 -,0028276
T  103  1 ,3138544E+07   5320024E-01  ,5140E+05  ,1229E+05   ,9974461  ,0710349  ,0074352
T  104  1 ,3181873E+07   5320027E-01  ,4343E+05 -,5151E+04   ,9937690  ,1089199 -,0236569
T  105  1 ,3140502E+07   5320019E-01  ,5709E+05  ,9571E+04   ,9895892  ,1382451  ,0400198
T  106  1 ,3205984E+07   5320003E-01  ,4253E+05  ,1517E+04   ,9979226  ,0640321 -,0070909
