============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(5,41 MeV) ==> Silicon( 53.2 um) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  1 ,4637159E+07   5330019E-01  ,1970E+06  ,4419E+04   ,9417043  ,3358202  ,0204378
T    2  1 ,4723197E+07   5330024E-01  ,1891E+06  ,2459E+04   ,9412520  ,3376918 -,0029866
T    3  1 ,4702285E+07   5330023E-01  ,1935E+06  ,6622E+04   ,9383256  ,3450629  ,0218345
T    4  1 ,4678761E+07   5330006E-01  ,1965E+06  ,2938E+04   ,9352328  ,3534860  ,0196769
T    5  1 ,4669139E+07   5330022E-01  ,1942E+06  ,2225E+04   ,9375861  ,3473587  ,0165596
T    6  1 ,4621108E+07   5330023E-01  ,2010E+06  ,1547E+04   ,9329129  ,3601005 -,0010778
T    7  1 ,4645805E+07   5330025E-01  ,1939E+06 -,1038E+05   ,9384088  ,3444943 -,0266954
T    8  1 ,4700422E+07   5330025E-01  ,1902E+06  ,6119E+04   ,9442290  ,3284141  ,0239942
T    9  1 ,4688940E+07   5330000E-01  ,1928E+06 -,6756E+04   ,9390120  ,3432997 -,0200430
T   10  1 ,4645952E+07   5330001E-01  ,1943E+06  ,2342E+04   ,9341554  ,3568364 -,0046267
T   11  1 ,4614175E+07   5330024E-01  ,1935E+06 -,4705E+03   ,9429781  ,3327306  ,0090884
T   12  1 ,4695210E+07   5330016E-01  ,1930E+06  ,5475E+04   ,9432555  ,3317822  ,0137713
T   13  1 ,4707723E+07   5330022E-01  ,2025E+06  ,4736E+03   ,9320330  ,3623732  ,0003289
T   14  1 ,4628289E+07   5330001E-01  ,1963E+06  ,1952E+03   ,9358337  ,3523958 -,0057088
T   15  1 ,4602934E+07   5330007E-01  ,1908E+06 -,8860E+03   ,9439336  ,3300792  ,0060910
T   16  1 ,4661709E+07   5330007E-01  ,1922E+06  ,5104E+04   ,9415262  ,3359218  ,0261724
T   17  1 ,4742174E+07   5330024E-01  ,1830E+06 -,1276E+05   ,9476899  ,3171907 -,0356917
T   18  1 ,4651040E+07   5330012E-01  ,1532E+06  ,1690E+05   ,9608026  ,2717611  ,0548109
T   19  1 ,4686903E+07   5330019E-01  ,1806E+06  ,1818E+04   ,9526689  ,3034654  ,0181861
T   20  1 ,4701197E+07   5330017E-01  ,1900E+06  ,3563E+04   ,9387968  ,3439849  ,0183014
T   21  1 ,4647237E+07   5330016E-01  ,1869E+06 -,5727E+04   ,9501555  ,3091081 -,0407021
T   22  1 ,4590321E+07   5330016E-01  ,1888E+06  ,2340E+04   ,9472836  ,3203705 -,0040585
T   23  1 ,4644860E+07   5330021E-01  ,2044E+06 -,1016E+05   ,9269437  ,3740696 -,0291092
T   24  1 ,4642547E+07   5330016E-01  ,1917E+06  ,3792E+04   ,9411924  ,3373433  ,0188769
T   25  1 ,4648151E+07   5330010E-01  ,1922E+06 -,1191E+05   ,9445105  ,3274701 -,0257542
T   26  1 ,4617252E+07   5330021E-01  ,1933E+06  ,7482E+04   ,9406240  ,3388554  ,0200849
T   27  1 ,4641569E+07   5330002E-01  ,1979E+06  ,2199E+04   ,9428671  ,3331281  ,0052276
T   28  1 ,4617543E+07   5330022E-01  ,2029E+06  ,2914E+04   ,9283910  ,3710401  ,0204796
T   29  1 ,4637470E+07   5330003E-01  ,1914E+06  ,1786E+05   ,9364445  ,3422894  ,0768739
T   30  1 ,4658732E+07   5330021E-01  ,1906E+06  ,1797E+04   ,9432571  ,3318154  ,0128291
T   31  1 ,4693455E+07   5330021E-01  ,1898E+06 -,3334E+04   ,9429573  ,3327384 -,0108065
T   32  1 ,4674508E+07   5330021E-01  ,1919E+06  ,3977E+05   ,9355108  ,3412781  ,0913720
T   33  1 ,4643237E+07   5330010E-01  ,1934E+06  ,8637E+04   ,9402251  ,3399868  ,0196387
T   34  1 ,4644724E+07   5330009E-01  ,2031E+06 -,1452E+05   ,9258286  ,3350863 -,1748102
T   35  1 ,4649162E+07   5330014E-01  ,1961E+06  ,6320E+03   ,9385957  ,3448323  ,0113515
T   36  1 ,4660972E+07   5330009E-01  ,1945E+06  ,4701E+04   ,9386611  ,3448159 -,0041581
T   37  1 ,4609227E+07   5330017E-01  ,1935E+06  ,1867E+04   ,9396162  ,3421331  ,0081416
T   38  1 ,4628935E+07   5330023E-01  ,1975E+06 -,9159E+04   ,9317183  ,3619562 -,0298111
T   39  1 ,4690389E+07   5330023E-01  ,1947E+06 -,3163E+04   ,9367377  ,3499978 -,0049022
