============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(5,41 MeV) ==> Silicon( 57.2 um) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  1 ,4638983E+07   5730020E-01 -,5152E+04  ,3536E+03   ,9998973  ,0040074 -,0137578
T    2  1 ,4710788E+07   5730022E-01 -,2068E+03 -,2915E+04   ,9999133 -,0026621 -,0128952
T    3  1 ,4657427E+07   5730022E-01 -,3732E+05 -,4818E+04   ,9970508 -,0714998 -,0278844
T    4  1 ,4626764E+07   5730011E-01 -,1062E+05 -,1806E+05   ,9967157 -,0397788 -,0705372
T    5  1 ,4650206E+07   5730011E-01  ,1119E+05  ,5709E+04   ,9994336  ,0271281  ,0199129
T    6  1 ,4637667E+07   5730026E-01  ,3500E+04  ,5591E+04   ,9998314  ,0132738  ,0126856
T    7  1 ,4632849E+07   5730022E-01  ,1208E+05  ,1043E+04   ,9990131  ,0443852 -,0016725
T    8  1 ,4609778E+07   5730003E-01 -,4127E+04  ,1151E+05   ,9993872 -,0147650  ,0317381
T    9  1 ,4642538E+07   5730022E-01  ,5706E+04  ,7236E+04   ,9988815  ,0251945  ,0400111
T   10  1 ,4651076E+07   5730007E-01 -,3876E+04  ,1229E+04   ,9993235 -,0352682 -,0104294
T   11  1 ,4678621E+07   5730011E-01  ,2154E+04  ,8951E+04   ,9998506  ,0071557  ,0157325
T   12  1 ,4700537E+07   5730011E-01  ,9450E+04 -,6306E+04   ,9993444  ,0284622 -,0223778
