============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(4,09 MeV) ==> Silicon( 57.5 um) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T    1  1 ,3106018E+07   5750016E-01 -,5710E+04 -,1873E+04   ,9993138 -,0211619 -,0303994
T    2  1 ,3143236E+07   5750021E-01  ,1946E+05 -,2737E+04   ,9991007  ,0059442 -,0419817
T    3  1 ,3099749E+07   5750008E-01 -,1170E+04 -,2362E+04   ,9995539 -,0286982 -,0082718
T    4  1 ,3049692E+07   5750009E-01 -,2097E+05  ,1255E+05   ,9961693 -,0800328  ,0352356
T    5  1 ,3070238E+07   5750012E-01  ,1212E+04  ,9614E+04   ,9978845 -,0115355  ,0639798
T    6  1 ,3151510E+07   5750026E-01 -,1193E+05 -,4087E+04   ,9993802 -,0318576 -,0149763
T    7  1 ,3142944E+07   5750003E-01 -,6107E+04  ,7554E+04   ,9964596  ,0116587  ,0832606
T    8  1 ,3055498E+07   5750010E-01 -,3525E+04  ,1619E+04   ,9998934 -,0143476 -,0027176
T    9  1 ,3017209E+07   5750003E-01  ,2756E+04  ,2098E+04   ,9998619  ,0155141 -,0059610
T   10  1 ,3178531E+07   5750000E-01  ,6140E+04  ,5428E+04   ,9998085  ,0125666  ,0149991
T   11  1 ,3125894E+07   5750003E-01  ,6091E+04 -,1056E+05   ,9989531  ,0190337 -,0415986
T   12  1 ,3100313E+07   5750022E-01  ,3949E+04  ,1473E+04   ,9999808  ,0052645 -,0032565
T   13  1 ,3057811E+07   5750013E-01  ,7023E+03  ,9491E+04   ,9997219 -,0096642  ,0215107
T   14  1 ,3034979E+07   5750018E-01 -,1588E+05  ,1908E+05   ,9884608 -,0901028  ,1217649
T   15  1 ,3150173E+07   5750026E-01 -,2884E+04 -,6208E+03   ,9998926  ,0131870 -,0064010
T   16  1 ,3180839E+07   5750023E-01 -,1858E+04  ,7874E+04   ,9998875 -,0073941  ,0130498
T   17  1 ,3087044E+07   5750021E-01 -,3063E+04 -,5904E+04   ,9997064 -,0117366 -,0211972
T   18  1 ,3118134E+07   5750018E-01 -,3095E+03  ,1814E+04   ,9997381  ,0191956  ,0124618
T   19  1 ,3095373E+07   5750014E-01 -,1081E+05  ,2318E+03   ,9977863 -,0581102  ,0323383
T   20  1 ,3109225E+07   5750005E-01 -,3006E+04  ,4497E+04   ,9996554 -,0130659  ,0227660
T   21  1 ,3094624E+07   5750018E-01 -,1286E+05  ,1196E+05   ,9979901 -,0495876  ,0394567
T   22  1 ,3103881E+07   5750010E-01 -,2481E+04  ,1307E+04   ,9999930  ,0016002  ,0033726
T   23  1 ,3095140E+07   5750022E-01 -,6511E+04 -,2458E+04   ,9998442 -,0075510 -,0159526
T   24  1 ,3119718E+07   5750017E-01 -,9832E+04  ,1817E+03   ,9996582 -,0260908 -,0016536
T   25  1 ,3090546E+07   5750013E-01 -,7387E+04  ,1565E+04   ,9995886 -,0253646 -,0133888
T   26  1 ,3122538E+07   5750026E-01 -,9069E+04 -,5490E+04   ,9992073 -,0389228 -,0083540
T   27  1 ,3063584E+07   5750024E-01 -,7848E+03 -,9348E+04   ,9994682  ,0270987 -,0181351
T   28  1 ,3086118E+07   5750026E-01  ,1003E+04 -,3708E+04   ,9998435  ,0170914 -,0045683
T   29  1 ,3169613E+07   5750002E-01 -,1196E+05  ,6680E+04   ,9988123 -,0334124  ,0354626
T   30  1 ,3134529E+07   5750018E-01  ,1494E+04 -,2730E+04   ,9994678 -,0311752  ,0096022
T   31  1 ,3160209E+07   5750026E-01  ,3400E+04  ,8770E+03   ,9997388  ,0211179  ,0087439
T   32  1 ,3132446E+07   5750027E-01  ,1083E+05 -,5059E+04   ,9988317  ,0333483 -,0349726
T   33  1 ,3167867E+07   5750023E-01  ,5507E+04  ,3623E+04   ,9999037 -,0065249  ,0122470
T   34  1 ,3105149E+07   5750022E-01  ,1554E+04 -,4829E+04   ,9999336  ,0011492 -,0114703
T   35  1 ,3161471E+07   5750002E-01  ,2901E+03 -,9773E+04   ,9986927 -,0371721 -,0350866
T   36  1 ,3088443E+07   5750023E-01  ,3395E+04 -,1929E+04   ,9999701  ,0068172  ,0036507
T   37  1 ,3090479E+07   5750021E-01  ,2534E+05  ,2020E+05   ,9966716  ,0653319  ,0487594
T   38  1 ,3151189E+07   5750025E-01  ,8295E+04  ,8503E+04   ,9991242  ,0227984  ,0350856
T   39  1 ,3030774E+07   5750025E-01 -,3881E+04  ,2220E+05   ,9979322 -,0123618  ,0630755
T   40  1 ,3101132E+07   5750009E-01 -,6529E+04 -,1779E+04   ,9996929 -,0237635  ,0070284
T   41  1 ,3155087E+07   5750027E-01 -,5197E+04  ,7555E+04   ,9996545 -,0186654  ,0185040
T   42  1 ,3100335E+07   5750022E-01 -,3019E+04  ,1829E+04   ,9999509 -,0085274 -,0050532
T   43  1 ,3154792E+07   5750012E-01  ,9678E+03 -,1221E+05   ,9992458  ,0134055 -,0364427
T   44  1 ,3116220E+07   5750010E-01  ,6628E+04 -,3953E+04   ,9998501  ,0144193 -,0095886
T   45  1 ,3059847E+07   5750014E-01  ,1157E+05  ,4624E+04   ,9993450  ,0248904  ,0262695
T   46  1 ,3083094E+07   5750008E-01  ,1211E+05  ,1220E+05   ,9986833  ,0353942  ,0371349
T   47  1 ,3083557E+07   5750013E-01  ,5812E+05  ,4165E+04   ,9914267  ,1297621 -,0153238
T   48  1 ,3065357E+07   5750009E-01  ,1613E+05  ,9040E+04   ,9988955  ,0450237  ,0134404
T   49  1 ,3114560E+07   5750005E-01 -,1092E+04 -,7921E+04   ,9970204  ,0447391 -,0628392
T   50  1 ,3094164E+07   5750018E-01  ,4898E+04 -,1657E+04   ,9997471 -,0204930 -,0092575
T   51  1 ,3110717E+07   5750026E-01 -,6256E+04 -,6036E+04   ,9998362 -,0165564 -,0073165
T   52  1 ,3108920E+07   5750004E-01 -,9079E+04  ,1035E+05   ,9984440 -,0246229  ,0500332
T   53  1 ,3101846E+07   5750004E-01  ,4921E+04 -,6756E+04   ,9994411  ,0253909 -,0217416
T   54  1 ,3080953E+07   5750007E-01 -,1458E+05  ,6352E+04   ,9953498 -,0714948  ,0645549
T   55  1 ,3121086E+07   5750025E-01  ,5872E+04 -,4811E+04   ,9989058  ,0337338 -,0323903
T   56  1 ,3093326E+07   5750016E-01  ,4738E+04  ,3813E+04   ,9999416  ,0108113 -,0000897
T   57  1 ,3120265E+07   5750000E-01 -,7449E+03  ,1059E+05   ,9999794  ,0000506  ,0064211
T   58  1 ,3125206E+07   5750021E-01 -,3243E+02 -,8143E+04   ,9997651  ,0015880 -,0216142
T   59  1 ,3164426E+07   5750026E-01  ,5466E+03  ,2782E+04   ,9997223  ,0073775 -,0223802
T   60  1 ,3134050E+07   5750009E-01  ,2401E+04 -,6467E+04   ,9999677  ,0006332 -,0080109
T   61  1 ,3083910E+07   5750019E-01  ,1179E+05 -,2622E+04   ,9992104  ,0274795 -,0286967
T   62  1 ,3106192E+07   5750014E-01 -,1195E+05  ,1366E+05   ,9966881  ,0026801  ,0812750
T   63  1 ,3109418E+07   5750011E-01  ,1653E+04  ,4438E+04   ,9999655 -,0071200  ,0042771
T   64  1 ,3071563E+07   5750011E-01 -,3130E+04 -,5689E+04   ,9996137  ,0086497 -,0264116
T   65  1 ,3136685E+07   5750000E-01 -,1507E+04 -,1220E+04   ,9999425  ,0078465 -,0073056
T   66  1 ,3128104E+07   5750009E-01  ,7476E+04  ,1208E+05   ,9993004  ,0017491  ,0373573
T   67  1 ,3076252E+07   5750009E-01 -,6313E+04  ,6110E+04   ,9988261 -,0331276  ,0353423
